mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	81							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	82							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	83							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	84							
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	85	uns	bit-					
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	86	ge-	-ten					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	87	-than.	kann,					
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	88							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	89							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	90							
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	92							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	93							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	94							
6	6	20	20	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	95							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	96							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	97							
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	98	Freu-	zu					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	99	-et	er-					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	100	euch	-qui-					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	101	mit	-cken					
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	102							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	103							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	104							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	105							
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	106							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	107							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	108							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	109							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	110							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	111							
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	112							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	113							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	114							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	115							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	116							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	117							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	118							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	119							
8	8	28	28	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120	gros-	dei-					
8	8	29	29	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121	-sem	-ne					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	122	Schal-	Brü-					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123	-le	-der:					
8	8	28	28	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	124							
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	125							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	126							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	127							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	128							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	129							
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	130							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	131							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	132							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133							
8	8	28	28	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	134							
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	135							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	136							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	137							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	138							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	139							
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	140	dass	gib					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	141	er	der					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	142	uns	gan-					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	143	aus	-zen					
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	144							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	145							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	146							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	147							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	148							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	149							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	150							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	151							
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	152							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	153							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	154							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	155							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	156							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	157							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	158							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	159							
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	160	To-	Chri-					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	161	-des	-sten-					
10	10	38	38	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	162	Macht	-schaar					
10	10	36	36	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	163							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	164							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	165							
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	166							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	167							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	168							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	169							
10	10	36	36	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	170							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	171							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	172							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	173							
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	174	durch	Frie-					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	175	sein	-den					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	176	Ster-	und					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177	-ben	ein					
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	178							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	179							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	180							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	181							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	182							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	183							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	184							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	186							
11	11	40	40	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	187							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	188							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	189							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	190							
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	191	frei	sel'-					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	192	ge-	-ges					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	193	-macht!	Jahn!					
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	194							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	195							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	196							
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	197							
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	198							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	199							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	200							
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	201							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	202							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	203							
13	13	48	48	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	204	Freu-	Freu-					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	205	-de,	-de,					
13	13	50	50	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	206	Freu-	Freu-					
13	13	101/2	101/2	0.0	5/8	5/8	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	207	-de	-de					
13	13	48	48	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	208							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	209							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	210							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	211							
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	212							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	213							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	214							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	215							
13	13	48	48	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	216							
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	217							
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	218							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	219							
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	220							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	221							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	222							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	223							
14	14	52	52	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	224	ü-	ü-					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	225	-ber	-ber					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	226	Freu-	Freu-					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	227	-de!	-de!					
14	14	52	52	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	228							
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	229							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	230							
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	231							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	232							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	233							
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	234							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	235							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	236							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	237							
14	14	52	52	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	238							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	239							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	240							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	241							
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	242	Chris-	Chris-					
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	243	-tus	-tus					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	244	weh-	weh-					
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	245	-ret	-ret					
15	15	56	56	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	246							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	247							
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	248							
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	249							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	250							
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	251							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	252							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	253							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	254							
15	15	56	56	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	255							
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	256							
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	257							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	258							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	259							
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	260							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	261							
16	16	60	60	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	262	al-	al-					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	263	-lem	-lem					
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	264	Lei-	Lei-					
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	265	-de.	-de.					
16	16	60	60	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	266							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	267							
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	268							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	269							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	270							
16	16	60	60	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	271							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	272							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	273							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	274							
16	16	60	60	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	275							
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	276							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	277							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	278							
17	17	64	64	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	279	Won-	Won-					
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	280	-ne,	-ne					
