mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	24	Nacht,	Brot,	Leib,						
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	25	da-	und	der						
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	26									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	27									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	28									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	29									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	30									
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	31									
3	2	6	6	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	32									
3	2	27/4	27/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	33									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	35									
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	36									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	37									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	38									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	39									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	40									
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	41	-rin	brach's	für						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	42	er	mit	euch						
4	3	11	11	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	43	ward	sei-	wird						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	44	ver-	-nen	ge-						
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	45									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	46									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	47									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	48									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	49									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	50									
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54									
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	55									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	56									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	57									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	58									
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
5	4	13	13	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	59	-ra-	Fin-	-ge-						
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
5	4	29/2	29/2	0.0	3/8	3/8	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	60	-then,	-gern,	-ben,						
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	61	auf	sah	und						
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	62									0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	63									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	64									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	65									
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66									1
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	67									1
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	68									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70									
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	71									2
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	72									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	73									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	74									
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75	un-	auf	den-						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76	-ser	gen	-ket,						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	77	Heil	Him-	dass						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	78	war	-mel,	ich						
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	79									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	80									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	81									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	82									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	83									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	84									
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	85									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	86									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	87									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	88									
6	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	89									3
6	5	35/2	35/2	1.0	1/8	1/8	Chord	4/4	2	2	1/4	1/4	1	90									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	91									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	92									4
6	5	39/2	39/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4	1/4	1	93									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	94									
7	6	21	21	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95	ganz	dank-	eu-						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96	be-	-te	-er						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97	-dacht,	Gott,	bleib'						
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98	das	und	im						
7	6	21	21	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	99									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	100									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	101									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	102									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	103									
7	6	24	24	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	104									
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	105									
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	106									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	107									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	108									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	109									
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	110									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	111									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	112									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	113									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	114									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	115									
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	116	selb'	sprach	Tod						
8	7	26	26	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	117	uns	zu	und						
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	118	zu	sei-	auch						
8	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	119	er-	-nen	im						
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	120									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	121									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	122									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	123									
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	124									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	125									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	126									
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	127									
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	128									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	129									
8	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	130									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	131									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	132									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	133									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	134									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	135									
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
9	8	29	29	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	136	-stat-	Jün-	Le-						
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
9	8	61/2	61/2	0.0	3/8	3/8	Tempo	4/4	1	1	0							𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0	
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	137	-ten.	-gern:	-ben.						
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	138									5
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	139									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	140									
9	8	29	29	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	141									6
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	142									6
9	8	30	30	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	143									6
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	144									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	145									
9	8	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	146									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	147									
