mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	104									
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	105									
8	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	106	-ge-								4
8	6	22	22	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	107									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	108	-ben								
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	109	und								
8	6	21	21	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	110									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	111									
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	112									
8	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	113									5
8	6	43/2	43/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	114									5
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	115									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	116									
8	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	117									
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	118									
8	6	21	21	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	119									6
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	120									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	121									
8	6	24	24	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	122									
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	123									
9	7	25	25	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	124	heilt								
9	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	125									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	126	dein'								
9	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
9	7	27	27	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	127	Schwach-								
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	128									
9	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129	-heit								
9	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	130									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	131									
9	7	27	27	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	132									
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	133									
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	134									
9	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	135									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	136									
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	137									
9	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	138									
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	139									
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	140									
9	7	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	141									
9	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	142									
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	143									
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	144									
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	145									
10	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	146	gross,								
10	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	147	er-								
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	148	-rett								
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	149	dein								
10	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	150									
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	151									
10	8	31	31	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	152									
10	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	153									
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	154									
10	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	155									
10	8	30	30	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	156									
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	157									
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	158									
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	159									
10	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	160									
10	8	30	30	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	161									
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	162									
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	163									
10	8	32	32	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	164									
10	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	165									
11	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166	ar-								
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	167	-mes								
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	168	Le-								7
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	169									7
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	170									
11	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	171									
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	172									
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	173									
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	174									
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	175									
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	176									
11	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177									
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	178									
11	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179									8
11	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180									
11	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	181									
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	182									
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	183									
11	9	35	35	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	184									
11	9	73/2	73/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	185									
11	9	147/4	147/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	186									
12	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	187	-ben,								
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	188	nimmt								
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	189	dich								
12	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	190	in								
12	10	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	191									
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	192									
12	10	39	39	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	193									
12	10	79/2	79/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	194									
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	195									
12	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	196									
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	197									
12	10	39	39	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	198									
12	10	79/2	79/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	199									
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	200									
12	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	201									
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	202									
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	203									
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	204									
13	11	41	41	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	205	sei-								
13	11	83/2	83/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	206									
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	207	-nen								
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	208	Schooss,								
13	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	209	mit								
13	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	210									
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	211									
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	212									
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	213									
13	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	214									
13	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	215									
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	216									
13	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	217									
13	11	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	218									
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	219									
13	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	220									
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	221									
13	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	222									
14	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	223	rei-								
14	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	224	-chem								
14	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	225	Trost								
14	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	226	be-								
14	12	45	45	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	227									
14	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	228									
14	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	229									
14	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	230									
14	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	231									
14	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	232									
14	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	233									
14	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	234									
14	12	45	45	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	235									
14	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	236									
14	12	46	46	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	237									
14	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	238									
14	12	47	47	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	239									
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	240									
14	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	241									
15	13	49	49	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	242	-schüt-								9
15	13	99/2	99/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	243									9
15	13	199/4	199/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	244									9
15	13	50	50	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	9
15	13	50	50	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	245									9
15	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	246									
15	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	247	-tet,								
15	13	52	52	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
15	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	248	ver-								
15	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	249									10
15	13	50	50	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	250									10
15	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	251									
15	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	252									
15	13	52	52	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	253									
15	13	49	49	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	254									
15	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	255									
15	13	50	50	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	256									
15	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	257									
15	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	258									
15	13	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	259									
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	260									
