mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
1	0	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0	Nun						
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1	dan-						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2	-ket						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	3	All						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	4	und						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5							
2	1	3	3	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	6							
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	7							
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	8							
2	1	3	3	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	9							
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	10							
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	11							0
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	12							
2	1	3	3	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	13							
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	14							
2	1	4	4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	15							
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	16							
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	17	brin-						
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	18	-get						
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	19							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	20	Ehr,						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	21	ihr						
3	2	5	5	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	22							
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	23							
3	2	6	6	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	24							
3	2	25/4	25/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	25							
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	26							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	27							
3	2	8	8	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	28							
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	29							
3	2	5	5	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	30							
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	31							
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	32							
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	33							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34							
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	35							
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	36							
3	2	5	5	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	37							
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	38							
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	39							
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	40							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	41							
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	42							
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	43							
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	44	Men-						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	45							
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	46	-schen						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	47	in						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48	der						
4	3	9	9	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	49							
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	50							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	51							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	52							
4	3	12	12	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	53							
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	54							
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	55							
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	56							
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	57							
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	58							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	59							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	60							
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	61							
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	62							
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	63							
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	64							
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	65							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	66							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	67							
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	68							
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	69							
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	70	Welt,						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	71	dem,						
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	72							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	73							
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	74							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	75							
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	76							
5	4	16	16	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	77							
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	78							
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	79	des-						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	80	-sen						
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	81	Lob						
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	82							
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	83	der						
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	84							
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	85							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	86							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	87							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	88							
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	89							
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	90							
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	92							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	93							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	94							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	95							
6	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	96							
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	97							
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	98							
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	99							
6	5	19	19	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	100							
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	101							
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	102	En-						
7	6	22	22	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	103	-gel						
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	104							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	105	Heer						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	106	im						
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	107							
7	6	22	22	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	108							1
7	6	89/4	89/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	109							1
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	110							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	111							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	112							
7	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	113							
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	114							
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	115							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	116							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	117							
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	118							
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	119							
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	120							
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	121							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	122							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	123							
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	124	Him-						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	125	-mel						
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	126							
8	7	28	28	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	127	stets						2
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	128							2
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	129	ver-						
8	7	25	25	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	130							
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	131							
8	7	26	26	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	132							
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	133							
8	7	27	27	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	134							3
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	135							3
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	136							
8	7	28	28	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	137							
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	138							
8	7	25	25	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	139							
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	140							
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	141							
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	142							
8	7	27	27	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	143							4
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	144							4
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	145							
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	146							
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	147							
8	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	148							
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	149							
8	7	26	26	2.0	1/4	1/4	Chord	4/4	2	2	1/2	1/2	1	150							
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	151							
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	152							
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	153	-meldt,						5
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	154							5
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	155							5
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	156							5
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157							
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158	im						
9	8	29	29	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	159							
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	160							
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	161							
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	162							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	163							
9	8	32	32	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	164							
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	165							
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	166							6
9	8	30	30	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	167							6
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	168							6
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	169							
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	170							
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	171							
9	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	172							7
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	173							7
9	8	30	30	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	174							7
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	175							7
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	176							
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	177							
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	178							
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	179	Him-						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	180	-mel						
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	181	stets						8
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	182							8
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	183							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	184	ver-						
10	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	185							
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	186							
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	187							
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	188							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	189							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	190							
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	191							
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	192							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	193							
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	194							
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	195							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	196							
10	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	197							
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	198							
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	199							
