mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	52												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	53												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	54												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	55												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	56												
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	57	dir.											
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	58												
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	59												
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	60												
6	4	16	16	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=71.75	72.0	𝅘𝅥	71.75	0.0	
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	61	Dich,	All'	auch									
6	4	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	62												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	63												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	64												
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	65	Gott	En-	Che-									
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	66	Va-	-gel	-ru-									
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	67	-ter	und	-bim									
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	68	in	all'	und									
7	5	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	69												2
7	5	35/2	35/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	70												2
7	5	71/4	71/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	71												
7	5	18	18	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	72												
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	73												
7	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	74												3
7	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	75												3
7	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	76												
7	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	77												
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	78												
7	5	17	17	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	79												4
7	5	35/2	35/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	80												4
7	5	71/4	71/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	81												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	82												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	83												
7	5	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	84												5
7	5	41/2	41/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	85												5
7	5	83/4	83/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	86												
7	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	87												
7	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	88												
7	5	37/2	37/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	89												
7	5	75/4	75/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	90												
7	5	19	19	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	91												
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	92												
8	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	93	E-	Him-	Se-									
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	94	-wig-	-mels-	-ra-									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	95	-keit,	-heer,	-phim									
8	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	96	eh-	und	sin-									
8	6	21	21	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	97												6
8	6	43/2	43/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	98												
8	6	45/2	45/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	99												
8	6	91/4	91/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	100												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	101												
8	6	24	24	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	102												
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	103												
8	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	104												7
8	6	43/2	43/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	105												7
8	6	87/4	87/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	106												
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	107												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	108												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	109												
8	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	110												
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	111												
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	112												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	113												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	114												
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	115	-ret	was	-gen									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	116	die	da	im-									
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	117	Welt	die-	-mer									
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	118		-net	mit									
9	7	25	25	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	119												
9	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	120												
9	7	26	26	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	121												8
9	7	53/2	53/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	122												8
9	7	107/4	107/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	123												
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	124												
9	7	28	28	0.25	3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	125												9
9	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	126												9
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	127												
9	7	25	25	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	128												
9	7	53/2	53/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	129												
9	7	107/4	107/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	130												
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	131												
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	132												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133												
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	134												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	135												
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	136												
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	137												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	138												
10	8	29	29	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
10	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	139	weit	dei-	ho-									
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	140	und	-ner	-her									
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	141	breit.	Ehr'	Stimm':									
10	8	29	29	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	142												10
10	8	117/4	117/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	143												10
10	8	59/2	59/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	144												
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	145												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	146												
10	8	29	29	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	147												
10	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	148												
10	8	30	30	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	149												
10	8	123/4	123/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	150												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	151												
10	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	152												
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	153												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	154												
11	8	32	32	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=66.8	67.0	𝅘𝅥	66.8	0.0	
11	8	32	32	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	155		Hei-	Hei-									
11	8	32	32	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	156												
11	8	32	32	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	157												
11	8	32	32	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	158												
12	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	159		-lig	-lig									
12	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=66.5	66.0	𝅘𝅥	66.5	0.0	
12	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	160		ist	ist									
12	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	161		un-	un-									
12	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=61	61.0	𝅘𝅥	61.0	0.0	
12	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	162		-ser	-ser									
12	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	163												
12	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	164												11
12	9	69/2	69/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	165												11
12	9	139/4	139/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	166												
12	9	35	35	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	167												12
12	9	141/4	141/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	168												12
12	9	71/2	71/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	169												
12	9	73/2	73/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	170												
12	9	147/4	147/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	171												
12	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	172												13
12	9	67/2	67/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	173												13
12	9	135/4	135/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	174												
12	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	175												
12	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	176												
12	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	177												14
12	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	178												14
12	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	179												
12	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180												
12	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	181												
12	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	182												
12	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	183												
12	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	184												
12	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	185												
12	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	186												
13	10	37	37	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0	
13	10	37	37	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	187		Gott!	Gott!									
13	10	37	37	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	188												
13	10	37	37	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	189												
13	10	37	37	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	190												
14	10	40	40	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
14	10	40	40	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	191	Hei-											
14	10	40	40	0.5	0	3/4	Chord	4/4	1	2	1/8	1/8	1	192												
14	10	81/2	81/2	0.5	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	193												
14	10	40	40	0.5	0	3/4	Chord	4/4	2	1	1/8	1/8	1	194												
14	10	81/2	81/2	0.5	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	195												
14	10	40	40	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	196												
14	10	81/2	81/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	197												
15	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	198	-lig											
15	11	42	42	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	199	ist											
15	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	200												
15	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	201	un-											
15	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	202	-ser											
15	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	203												
15	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	204												
15	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	205												
15	11	44	44	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	206												
15	11	89/2	89/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	207												
15	11	179/4	179/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	208												
15	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	209												
15	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	210												
15	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	211												
15	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	212												
15	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	213												
15	11	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	214												
15	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	215												
15	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	216												
15	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	217												
15	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	218												
16	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	219	Gott,											
16	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	220	der											
16	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	221	Herr											15
16	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	222												
16	12	45	45	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	223												
16	12	93/2	93/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	224												
16	12	187/4	187/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	225												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	226												16
16	12	95/2	95/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	227												16
16	12	191/4	191/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	228												16
16	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	229												
16	12	45	45	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	230												17
16	12	91/2	91/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	231												17
16	12	183/4	183/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	232												
16	12	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	233												18
16	12	93/2	93/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	234												18
16	12	187/4	187/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	235												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	236												19
16	12	95/2	95/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	237												19
16	12	191/4	191/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	238												19
16	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	239												
16	12	45	45	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	240												
16	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	241												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	242												20
16	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	243												20
16	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	244												
17	13	49	49	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
17	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	245	Ze-											
17	13	50	50	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
17	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	246	-ba-											
17	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	247	-oth!											
17	13	49	49	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	248												21
17	13	197/4	197/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	249												21
17	13	99/2	99/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	250												
17	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	251												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	252												
17	13	49	49	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	253												
17	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	254												
17	13	50	50	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	255												
17	13	203/4	203/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	256												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	257												
17	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	258												
17	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	259												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	260												
18	13	52	52	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
18	13	52	52	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	261	Dein'	Der	die	Die	Dich,	den						
18	13	52	52	0.5	0	3/4	Chord	4/4	1	2	1/8	1/8	1	262												
18	13	105/2	105/2	0.5	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	263												
18	13	52	52	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	264												
18	13	52	52	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	265												
18	13	105/2	105/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	266												
19	14	53	53	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	267	gött-	hei-	theu-	gan-	Gott	heil'-						
19	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	268	-lich	-li-	-ren	-ze	Va-	-gen						
