mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/2	Tempo	3/4	1	1	0							𝅘𝅥=86.3	86.0	𝅘𝅥	86.3	0.0	
1	0	0	0	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	0	1. Ein	2. Die	articTenutoStaccatoAbove						
1	0	0	0	1.0	0	1/2	Chord	3/4	1	2	1/4	1/4	1	1			articTenutoStaccatoBelow						
1	0	0	0	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	2			articTenutoStaccatoAbove						
1	0	0	0	1.0	0	1/2	Chord	3/4	2	2	1/4	1/4	1	3			articTenutoStaccatoBelow						
2	1	1	1	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
2	1	1	1	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	4	Kind	Kön'-							
2	1	2	2	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=87.55	88.0	𝅘𝅥	87.55	0.0	
2	1	2	2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	5		-ge							
2	1	3	3	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	6	ge-	aus							
2	1	1	1	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	7									
2	1	2	2	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	8									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	9									
2	1	1	1	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	10									
2	1	2	2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	11									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	12									
2	1	1	1	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	13									0
2	1	2	2	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	14									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	15									
3	2	4	4	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=89.15	89.0	𝅘𝅥	89.15	0.0	
3	2	4	4	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	16	-born	Sa-	articTenutoStaccatoAbove						
3	2	6	6	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=85.	85.0	𝅘𝅥	85.0	0.0	
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	17	zu	-ba							
3	2	4	4	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	18			articTenutoStaccatoBelow						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	19									
3	2	4	4	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	20			articTenutoStaccatoAbove						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	21									
3	2	4	4	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	22									1
3	2	5	5	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	23			articTenutoStaccatoBelow						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	24									
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	25	Beth-	ka-							2
4	3	8	8	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	26									
4	3	9	9	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	27	-le-	-men							
4	3	7	7	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	28									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	29									
4	3	7	7	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	30									
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	31									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32									
4	3	7	7	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	33									3
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	34									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	35									
5	4	10	10	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0	
5	4	10	10	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	36	-hem,	dar,	articTenutoStaccatoAbove						
5	4	10	10	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	37			articTenutoStaccatoBelow						
5	4	10	10	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	38			articTenutoStaccatoAbove						
5	4	10	10	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	39			articTenutoStaccatoBelow						
6	5	13	13	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=86	86.0	𝅘𝅥	86.0	0.0	
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	40	Beth-	ka-							4
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	41									4
6	5	13	13	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	42									5
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	43									5
6	5	13	13	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	44									6
6	5	13	13	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	45									7
6	5	14	14	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	46									7
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	47									7
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	48									
7	6	17	17	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=83.1	83.0	𝅘𝅥	83.1	0.0	
7	6	18	18	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=77.2	77.0	𝅘𝅥	77.2	0.0	
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	49	-le-	-men							
7	6	16	16	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	50									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	51									
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	52									6
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	53									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	54									
7	6	16	16	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	55									7
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	56									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	57									
8	7	19	19	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
8	7	19	19	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	58	-hem,	dar,	articTenutoStaccatoAbove						
8	7	21	21	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	59	des	Gold,	articTenutoStaccatoAbove						
8	7	19	19	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	60			articTenutoStaccatoBelow						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	61			articTenutoStaccatoBelow						
8	7	19	19	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	62			articTenutoStaccatoAbove						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	63			articTenutoStaccatoAbove						
8	7	19	19	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	64			articTenutoStaccatoBelow						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	65			articTenutoStaccatoBelow						
9	8	22	22	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	66	freu-	Weih-							
9	8	24	24	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=85.27	85.0	𝅘𝅥	85.27	0.0	
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	67	-et	-rauch	articTenutoStaccatoAbove						
9	8	22	22	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	68									
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	69			articTenutoStaccatoBelow						
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	70									8
9	8	23	23	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	71									
9	8	24	24	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	72			articTenutoStaccatoAbove						
9	8	22	22	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	73									9
9	8	23	23	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	74									
9	8	24	24	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	75			articTenutoStaccatoBelow						
10	9	25	25	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0	
10	9	25	25	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	76	sich	Myrr-							
10	9	26	26	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=86	86.0	𝅘𝅥	86.0	0.0	
10	9	27	27	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
10	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	77	Je-	-hen							
10	9	25	25	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	78									
10	9	27	27	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	79									
10	9	25	25	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	80									10
10	9	26	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	81									
10	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	82									
10	9	25	25	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	83			articTenutoStaccatoBelow						11
10	9	26	26	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	84									
10	9	27	27	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	85			articTenutoStaccatoBelow						
11	10	28	28	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
