mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
1	0	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0	Nun					
1	0	0	0	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	1						
1	0	0	0	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	2						
1	0	0	0	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	3						
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	4	hilf					
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	5	uns					
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	6	Herr					
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	7	den					
2	1	1	1	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	8						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	9						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	10						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	11						
2	1	1	1	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	12						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	13						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	14						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	15						
2	1	1	1	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	16						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	17						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	18						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	19						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	20						
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	21	Dei-					
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	22	-nen					
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	23	dein,					
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	24	die					
3	2	5	5	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	25						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	26						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	27						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	28						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	29						
3	2	5	5	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	30						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	31						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	32						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	33						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	34						
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	35						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	36						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	37						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	38						
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	39	mit					
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	40	dein'm					
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	41	Blut					
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	42						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	43	er-					
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	44						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	45						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	46						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	47						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	48						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	49						
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	50						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	51						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	52						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53						
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	54						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	55						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	56						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	57						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	58						
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	59	-lö-					
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	60	-set					
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	61	sein.					
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	62	Lass					
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	63						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	64						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	65						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	66						
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	68						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70						
5	4	13	13	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	71						
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	72						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	73						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	74						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	75						
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	76	uns					
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	77	im					
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	78	Him-					
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	79	-mel					
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	80						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	81						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	82						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	83						
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	84						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	85						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	86						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87						
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	88						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	89						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	90						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	91						
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	92	ha-					
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	93	-ben					
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	94	Theil					
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	95	mit					
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	96						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	97						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	98						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	99						
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	100						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	101						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	102						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	103						
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	104						
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	105						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	106						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	107						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	108						
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	109	den					
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	110	Heil'-					
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	111	-gen					
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	112	im					
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	113						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	114						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	115						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	116						
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	117						
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	118						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	119						
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	120						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	121						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	122						
8	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	123						
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	124						
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	125						
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	126						
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	127						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	128						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	129						
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	130	ew'-					
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	131	-gen					
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	132	Heil.					
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	133	Hilf					
9	8	29	29	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	134						
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	135						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	136						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	137						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	138						
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	139						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	140						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	142						
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	143						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	144						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	145						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	146						
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	147	dei-					
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	148	-nem					
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	149	Volk,					
10	9	36	36	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	150	Herr					
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	151						
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	152						
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	153						
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	154						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	155						
10	9	36	36	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	156						
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	157						
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	158						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	159						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	160						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	161						
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	162						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	163						
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	164						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	165						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	166						
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
11	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	167	Je-					
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	168	-su					
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	169	Christ,					
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	170	und					
11	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	171						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	172						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	173						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	174						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	175						
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	176						
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	177						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	178						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180						
11	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	181						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	182						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	183						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	184						
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	185	seg-					
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	186	-ne					
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	187	was					
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	188	dein					
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	189						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	190						
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	191						
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	192						
