mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	193						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	194						
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	195						
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	196						
12	11	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	197						
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	198						
12	11	42	42	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	199						
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	200						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	201						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	202						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	203						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	204						
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
13	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	205	Erdb-					
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	206	-theil					
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	207	ist,					
13	12	48	48	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	208	wart'					
13	12	45	45	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	209						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	210						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	211						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	212						
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	213						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	214						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	215						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	216						
13	12	45	45	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	217						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	218						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	219						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	220						
14	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	221	und					
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	222	pfleg'					
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	223	ihr'r					
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	224	zu					
14	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	225						
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	226						
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	227						
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	228						
14	13	49	49	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	229						
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	230						
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	231						
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	232						
14	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	233						
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	234						
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	235						
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	236						
15	14	53	53	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
15	14	53	53	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	237	al-					
15	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	238	-ler					
15	14	55	55	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	239	Zeit					
15	14	56	56	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	240	und					
15	14	53	53	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	241						
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	242						
15	14	54	54	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	243						
15	14	55	55	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	244						
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	245						
15	14	53	53	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	246						
15	14	54	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	247						
15	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	248						
15	14	55	55	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	249						
15	14	56	56	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	250						
15	14	53	53	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	251						
15	14	54	54	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	252						
15	14	55	55	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	253						
15	14	56	56	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	254						
16	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	255	heb					
16	15	58	58	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	256	sie					
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	257	hoch					
16	15	60	60	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	258	in					
16	15	57	57	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	259						
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	260						
16	15	58	58	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	261						
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	262						
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	263						
16	15	60	60	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	264						
16	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	265						
16	15	57	57	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	266						
16	15	58	58	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	267						
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	268						
16	15	59	59	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	269						
16	15	119/2	119/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	270						
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	271						
16	15	57	57	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	272						
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	273						
16	15	58	58	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	274						
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	275						
16	15	59	59	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	276						
16	15	119/2	119/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	277						
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	278						
17	16	61	61	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0
17	16	61	61	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	279	E-					
17	16	62	62	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0
