mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	62							
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	63							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	64							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	65							
6	5	17	17	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	66	Tod.	-noth.					
6	5	17	17	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	67							
6	5	17	17	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	68							
6	5	17	17	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	69							
7	5	20	20	0.0	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
7	5	20	20	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	70	Mein						
7	5	20	20	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	71							
7	5	20	20	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	72							
7	5	20	20	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	73							
8	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	74	Gott,						
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	75	ich						
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	76	bitt'						
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	77	durch						
8	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	78							
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	79							
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	80							
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	81							
8	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	82							
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	83							
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	84							
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	85							
8	6	21	21	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	86							
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	87							
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	88							
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	89							
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	90	Chri-						
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	91	-sti						
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	92	Blut:						
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	93	mach's						
9	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	94							
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	95							
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	96							
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	97							
9	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	98							
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	99							
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	100							
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	101							
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	102							
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	103							
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	104							
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	105							
10	8	29	29	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
10	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	106	nur						
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	107	mit						
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	108	mei-						
10	8	32	32	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	109	-nem						
10	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	110							
10	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	111							
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	112							
10	8	31	31	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	113							
10	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	114							
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	115							
10	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	116							
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	117							
10	8	31	31	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	118							
10	8	63/2	63/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	119							
10	8	127/4	127/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	120							
10	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	121							
10	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	122							
10	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	123							
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	124							
10	8	31	31	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	125							
10	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	126							
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	127							
11	9	33	33	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0
11	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	128	En-						
11	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	129	-de						
11	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	130	gut!						
11	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	131							
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	132							
11	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	133							
11	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	134							
11	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	135							
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	136							
11	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	137							
11	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	138							
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	139							
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	140							
11	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	141							
