piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B137	1: 4/4	1: 0	9	9	36.0	13	13	52.0		175.0	233	62	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5273751		137. Herr, ich habe missgehandelt	(B.A.. 39, No. 77,  BWV 330)	J. Frank vor 1619	"J.S. Bach (1685-1750)
J. Krüger 1649
"	3.6.2	2.5.0	MS3	MS3/B137.mscx	False	28-79 (E1-G5)		Soprano/Alto	57-79 (A3-G5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-45 (E1-A2)																																								
B138	1: 4/4	1: 0	10	10	40.0	15	15	60.0		200.0	191	54	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5273872		138. Herr, ich habe missgehandelt	(B.A.. 39, No. 78,  BWV 331)	J. Frank vor 1649	"J.S. Bach (1685-1750)
J. Krüger 1649
"	3.6.2	2.5.0	MS3	MS3/B138.mscx	False	33-79 (A1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	45-64 (A2-E4)	Contrabass	33-48 (A1-C3)																																								
B139	1: 4/4	1: 1	9	8	32.0	9	8	32.0		160.0	203	54	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5280812		139. Herr Jesu Christ, dich zu uns wend'	(B.A.. 39, No 79,  BWV 332)	Herzog Wilhelm II. zu Sachsen Weimar (?) 1651	"J.S. Bach (1685-1750)
Pensum sacrum 
Görlitz 1648
"	3.6.2	2.5.0	MS3	MS3/B139.mscx	False	30-76 (F#1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-47 (F#1-B2)																																								
B140	1: 4/4	1: -2	12	11	40.0	17	15	56.0		200.0	279	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5281245		140. Herr Jesu Christ, du hast bereit't	(B.A. 39,  No. 79,  BWV 333)	Samuel Kinner 1644	"
Handschriftlich: J.G. Wagner 1742
vielleicht von Bach?
"	3.6.2	2.5.0	MS3	MS3/B140.mscx	False	30-74 (F#1-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	42-63 (F#2-Eb4)	Contrabass	30-46 (F#1-Bb2)																																								
B141	1: 4/4	1: -2	13	12	44.0	18	16	60.0		220.0	263	70	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5281381		141. Herr Jesu Christ, du höchstes Gut	(B.A. 39, No. 81,  BWV 334)	Bartholomaeus Ringwaldt 1588	"J.S. Bach (1685-1750)
Dresden G.B. 1593
"	3.6.2	2.5.0	MS3	MS3/B141.mscx	False	29-74 (F1-D5)		Soprano/Alto	58-74 (Bb3-D5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-46 (F1-Bb2)																																								
B142	1: 4/4	1: 2	13	12	44.0	18	16	60.0		220.0	264	74	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5284433		142. Herr Jesu Christ, du höchstes Gut	(Cant. 113. Herr Jesu Christ, du höchstes Gut. B. A. 24, 80,  BWV 113/8)	Barth. Ringwaldt 1588	"J.S. Bach (1685-1750)
Dresden G. B. 1593
"	3.6.2	2.5.0	MS3	MS3/B142.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-47 (F#1-B2)																																								
B143	1: 4/4	1: 2	13	12	44.0	18	16	60.0		220.0	259	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5285347		143. Herr Jesu Christ, du höchste Gut	(Cant. 168. Thue Rechnung! Donnerwert. B.A. 33, 166,  BWV 168/6)	Barth. Ringwaldt 1588	"J.S. Bach (1685-1750)
Dresden G.B. 1539
"	3.6.2	2.5.0	MS3	MS3/B143.mscx	False	33-78 (A1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-50 (A1-D3)																																								
B144	1: 4/4	1: -2	13	12	44.0	18	16	60.0		220.0	256	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5285420		144. Herr Jesu Christ, du höchstes Gut	(Cant. 48. Ich elender Mensch, wer wird mich erlösen. B.A. 10, 298,  BWV 48/7)	? J. H. Schein's Cantional	"J.S. Bach (1685-1750)
Dresden G. B. 1593
"	3.6.2	2.5.0	MS3	MS3/B144.mscx	False	29-74 (F1-D5)		Soprano/Alto	58-74 (Bb3-D5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-50 (F1-D3)																																								
B145	1: 4/4	1: 1	9	8	32.0	9	8	32.0		160.0	194	51	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5281448		145. Herr Jesu Christ, mein's Lebens Licht	(B.A.. 39, No. 82,  BWV 335 )	M. Behm 1610	"J.S. Bach (1685-1750)
Sethus Calvisius 1594
(Melodie des Rex Christe
factor omnium)
"	3.6.2	2.5.0	MS3	MS3/B145.mscx	False	33-78 (A1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-49 (A1-C#3)																																								
B146	1: 4/4	1: 3	9	8	32.0	9	8	32.0		160.0	208	59	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5282543		146. Herr Jesu Christ, wahr'r Mensch und Gott	(B.A.. 39, No.83,  BWV 336)	P. Eber 1560	"J.S. Bach (1685-1750)
Poln. Cantional 1530
Joh. Eccard 1597
"	3.6.2	2.5.0	MS3	MS3/B146.mscx	False	33-78 (A1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-47 (A1-B2)																																								
B147	1: 4/4	1: -1	13	12	48.0	13	12	48.0		240.0	306	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5282586		147. Herr Jesu Christ, wahr'r Mensch und Gott	(Cant. 127, B.A. 26, 160,  BWV 127/5)	P. Eber 1560	"J.S. Bach (1685-1750)
Franz. Psalmen
Genf 1555
"	3.6.2	2.5.0	MS3	MS3/B147.mscx	False	31-77 (G1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B148	1: 4/4	1: 0	12	12	48.0	12	12	48.0		240.0	278	80	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5282630		148. Herr, nun lass in Friede	(B.A. 39, No, 84,  BWV 337)	David Behme vor 1657	"J.S. Bach (1685-1750)
Böhm. Brüder G.B. 1694
"	3.6.2	2.5.0	MS3	MS3/B148.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-47 (E1-B2)																																								
B149	1: 4/4	1: 0	12	11	40.0	17	15	56.0		200.0	268	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5282716		149. Herr, straf' mich nicht in deinem Zorn	(B.A. 39, No. 65,  BWV 338)	? 1640	"J.S. Bach (1685-1750)
J. Crüger 1640
"	3.6.2	2.5.0	MS3	MS3/B149.mscx	False	32-74 (G#1-D5)		Soprano/Alto	61-74 (C#4-D5)	Tenor/Bass	44-65 (G#2-F4)	Contrabass	32-47 (G#1-B2)																																								
B150	1: 4/4	1: 0	14	13	48.0	20	18	68.0		288.0	309	66	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5282929		"150. Herr, wie du willst, so schick's mit mir
(Aus tiefer Noth schrei' ich zu dir)"	(Cant. 156. Ich steh' mit einem Fuss im Grabe.  B.A.. 32, 114,  BWV 156/6)	Caspar Bienemann	"J.S. Bach (1685-1750)
Strassburger Kirchenamt 1525
"	3.6.2	2.5.0	MS3	MS3/B150.mscx	False	31-79 (G1-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)	Violoncello	43-62 (G2-D4)																																						
B151	1: 4/4	1: 3	13	13	52.0	18	18	72.0		235.0	265	74	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5286182		"151. Herr, wie du willst, so schick's mit mir
(Aus tiefer Noth schrei ich zu dir)"	(B.A. 39, No. 86,  BWV 339)	Casp. Bienemann 1571/Sebald Heyden 1544	"J.S. Bach (1685-1750)
Strassburg 1525
"	3.6.2	2.5.0	MS3	MS3/B151.mscx	False	28-76 (E1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	40-66 (E2-F#4)	Contrabass	28-45 (E1-A2)																																								
B152	1: 4/4	1: 0	21	20	76.0	28	26	100.0		380.0	514	142	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5286285		152. Herzlich lieb hab' ich Dich, o Herr	(B.A. 39, No. 87,  BWV 340)	Martin Schalling 1571	"J.S. Bach (1685-1750)
Pasch. Reinigius 1597
B. Schmid, Tabulaturbuch 1577
"	3.6.2	2.5.0	MS3	MS3/B152.mscx	False	31-77 (G1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B153	1: 4/4	1: 2	21	20	76.0	28	26	100.0		385.0	473	125	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5287285		153. Herzlich lieb hab' ich Dich, o Herr	"(Cant. 174. Ich liebe Den Höchsten. 
B.A. 35, 157,  BWV 174/5)"	Martin Schalling 1571	"J.S. Bach (1685-1750)
Pasch. Reinigius 1587
B. Schmid Tabulaturbuch 1577
"	3.6.2	2.5.0	MS3	MS3/B153.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)																																								
B154	1: 4/4	1: -3	23	23	84.0	31	31	112.0		430.0	473	119	0	0	0										2016-04-30	3.02	Linux	http://musescore.com/score/2081031		"154. Herzlich lieb hab ich dich, o Herr
"	(Ach Herr, lass dein lieb Engelein, Choral no. 68, Joh. Passion B.A. 12 I, 131)		"
Joh. Seb. Bach"	3.6.2	2.5.0	MS3	MS3/B154.mscx	False	27-80 (Eb1-Ab5)	midi	Voice	62-80 (D4-Ab5)	Voice	39-68 (Eb2-Ab4)	Contrabass	27-51 (Eb1-Eb3)																																								
B155	1: 4/4	1: 0	22	21	81.0	29	27	105.0		430.75	518	141	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5287926		155. Herzlich lieb hab ich Dich, o Herr	(Cant. 149. Man singet mit Freuden von Sieg. B.A. 30, 299,  BWV 149/7)	Martin Schalling 1571	"J.S. Bach (1685-1750)
Pasch. Reinigius 1587
B. Schmids Tabulaturbuch 1577
"	3.6.2	2.5.0	MS3	MS3/B155.mscx	False	30-81 (F#1-A5)		C Trumpet	67-81 (G4-A5)	Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-48 (F#1-C3)																																						
B156	1: 4/4	1: 0	14	13	48.0	19	17	64.0		240.0	268	76	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5288688		156. Herzlich thut mich verlangen	(Cant. 135. ach Herr, mich armen Sünder.  B.A. 28, 136,  BWV 135/6)	Cyriacus Schneegass 1597	"J.S. Bach (1685-1750)
Hans Leo Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B156.mscx	False	31-74 (G1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-47 (G1-B2)																																								
B157	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	263	76	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5288723		157. Herzlich thut mich verlangen	(B.A. 39, No. 18,  BWV 270)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601 "	3.6.2	2.5.0	MS3	MS3/B157.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-64 (A2-E4)	Contrabass	33-49 (A1-C#3)																																								
B158	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	258	69	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5288734		158. Herzlich thut mich verlangen	(B.A. 39, No. 19,  BWV 271)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B158.mscx	False	30-76 (F#1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-47 (F#1-B2)																																								
B159	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	245	65	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5288164		159. Herzlich thut mich verlangen	(Matthäus-Passion.  B.A. 4, 186,  BWV 244/44)	P. Gerhandt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B159.mscx	False	30-76 (F#1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-47 (F#1-B2)																																								
B160	1: 4/4	1: 0	14	13	48.0	19	17	64.0		240.0	228	55	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5288923		160. Herzlich thut mich verlangen	(Cant. 153. Schau, lieber Gott, wie meine Feind' B.A. 32, 46,  BWV 153/5)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601"	3.6.2	2.5.0	MS3	MS3/B160.mscx	False	31-74 (G1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-46 (G1-Bb2)																																								
B161	1: 4/4	1: 0	14	13	48.0	19	17	64.0		330.0	525	162	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5289181		161. Herzlich thut mich verlangen	(Cant. 161. Komm, du süsse Todesstunde.  B.A. 33, 27,  BWV 161/6)	Christoph Knoll 1599	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B161.mscx	False	28-86 (E1-D6)		Flute	64-86 (E4-D6)	Flute	64-86 (E4-D6)	Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-45 (E1-A2)																																				
B162	1: 4/4	1: -1	14	13	48.0	19	17	64.0		240.0	239	66	0	0	0	J.S. Bach (Orig. H.L Hassler 1601)	O Haupt voll Blut und Wunden					P. Gerhardt 1656			2017-03-21	3.02	Linux	http://musescore.com/user/1685616/scores/3604766		162. O Haupt voll Blut und Wunden (bl. 109)	(Herzlich thut mich verlangen)	P. Gerhardt 1656	"J.S. Bach (Orig. H.L Hassler 1601)
(From: Bach Choral-Gesänge edition Breitkopf nr. 3765)"	3.6.2	2.5.0	MS3	MS3/B162.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-69 (G2-A4)	Contrabass	31-50 (G1-D3)																																								
B163	1: 4/4	1: 4	14	13	48.0	19	17	64.0		243.0	244	65	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5289318		163. Herzlich thut mich verlangen	(Matthäus-Passion. B.A. 4, 51 u. 53,  BWV 244/15+17)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B163.mscx	False	28-78 (E1-F#5)		Soprano/Alto	63-78 (D#4-F#5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-49 (E1-C#3)																																								
B164	1: 4/4	1: 0	14	13	48.0	19	17	64.0		242.0	251	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5289355		164. Herzlich thut mich verlangen	(Matthäus-Passion. B.A. 4, 248,  BWV 244/62)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B164.mscx	False	28-74 (E1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	40-65 (E2-F4)	Contrabass	28-47 (E1-B2)																																								
B165	1: 4/4	1: 0	14	13	48.0	19	17	64.0		255.0	292	77	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5289437		165. Herzlich thut mich verlangen	(Weihnachts-Oratorium. B.A. 5 II, 36,  BWV 248/5)	P. Gerhardt 1653	"J.S. Bach (1685-1750)
H. L. Hassler 1601
"	3.6.2	2.5.0	MS3	MS3/B165.mscx	False	24-74 (C1-D5)		Soprano/Alto	53-74 (F3-D5)	Tenor/Bass	36-65 (C2-F4)	Contrabass	24-45 (C1-A2)																																								
B166	1: 4/4	1: 2	12	11	44.0	12	11	44.0		225.0	247	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5290866		166. Herzliebster Jesu, was hast du verbrochen	(Matthäus-Passion B.A. 4, 23,  BWV 244/3)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Joh. Crüger 1640
"	3.6.2	2.5.0	MS3	MS3/B166.mscx	False	30-79 (F#1-G5)		Soprano/Alto	61-79 (C#4-G5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-50 (F#1-D3)																																								
B167	1: 4/4	1: 2	12	11	44.0	12	11	44.0		220.0	237	62	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5291924		167. Herzliebster Jesu, was hast du verbrochen	(Matthäus-Passion. B.A. 4, 192,  BWV 244/46)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Joh. Crüger 1640
"	3.6.2	2.5.0	MS3	MS3/B167.mscx	False	35-79 (B1-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	47-67 (B2-G4)	Contrabass	35-50 (B1-D3)																																								
B168	1: 4/4	1: -2	12	11	44.0	12	11	44.0		230.0	244	63	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5291956		168. Herzliebster Jesu, was hast du verbrochen	(Johannes-Passion B.A. 12, I, 17 BWV 245/3)	Joh. Heerman 1630	"J.S. Bach (1685-1750)
Joh. Crüger 1640
"	3.6.2	2.5.0	MS3	MS3/B168.mscx	False	27-75 (Eb1-Eb5)		Soprano/Alto	57-75 (A3-Eb5)	Tenor/Bass	39-67 (Eb2-G4)	Contrabass	27-48 (Eb1-C3)																																								
B169	1: 4/4	1: 0	12	11	44.0	12	11	44.0		224.5	302	80	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5291981		169. Herzliebster Jesu, was hast du verbrochen	(Johannes-Passion B.A. 12 I, 52,  BWV 245/17)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Joh. Crüger 1640
"	3.6.2	2.5.0	MS3	MS3/B169.mscx	False	26-77 (D1-F5)		Soprano/Alto	59-77 (B3-F5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-47 (D1-B2)																																								
B170	1: 4/4	1: -1	10	9	36.0	10	9	36.0		170.0	192	57	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5292710		170. Heut' ist o Mensch, ein grosser	(B.A. 39, No. 88,  BWV 341)	A. v. Löwenstern 1644	"J.S. Bach (1685-1750)
M. Apelles v. Löwentstern 1644
"	3.6.2	2.5.0	MS3	MS3/B170.mscx	False	29-74 (F1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-43 (F1-G2)																																								
B171	1: 3/4	1: 0	24	24	72.0	24	24	72.0		360.0	288	70	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5039826		171. Heut' triumphiret Gottes Sohn 	(B.A. 39, No. 89, BWV 342)	Basilius Förtsch 1601	"J.S. Bach (1685-1750)
Bartholomäus Gesius 1601"	3.6.2	2.5.0	MS3	MS3/B171.mscx	False	33-79 (A1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	45-65 (A2-F4)	Contrabass	33-48 (A1-C3)																																								
B172	1: 3/4	1: -1	23	22	63.0	32	30	87.0		315.0	297	101	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5292797		172. Hilf, Gott, dass mir's gelinge	(B.A. 39, #,  BWV 343)	Heinr. Müller von Zütphen. vor 1531	"J.S. Bach (1685-1750)
Praxis pietatis 1653
"	3.6.2	2.5.0	MS3	MS3/B172.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-46 (D1-Bb2)																																								
B173	1: 3/4	1: -1	24	24	72.0	24	24	72.0		360.0	312	88	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5292921		173. Hilf, Herr Jesu, lass gelingen	(B.A. 39, No. 91,  BWV 344)	Joh. Rist 1642	"J.S. Bach (1685-1750)
J. Schop 1642"	3.6.2	2.5.0	MS3	MS3/B173.mscx	False	24-77 (C1-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	36-67 (C2-G4)	Contrabass	24-46 (C1-Bb2)																																								
B174	1: 4/4	1: -2	12	11	40.0	19	17	64.0		200.0	260	73	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5293163		174. Ich bin ja, Herr, in deiner Macht	(B.A. 39, No. 92,  BWV 345)	Simon Dach vor 1648	"J.S. Bach.?
"	3.6.2	2.5.0	MS3	MS3/B174.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-62 (G2-D4)	Contrabass	31-48 (G1-C3)																																								
B175	1: 4/4	1: 0	16	15	61.0	16	15	61.0		295.0	319	94	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294138		175. Ich dank' dir, Gott, für all' Wohlthat	(B.A. 39, No. 92,  BWV 346)	J. Freder 1552	"J.S. Bach (1685-1750)
Cyr. Spangenberg 1568
Eisleben. G. B. 1598
"	3.6.2	2.5.0	MS3	MS3/B175.mscx	False	24-72 (C1-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-45 (C1-A2)																																								
B176	1: 4/4	1: 3	15	14	52.0	20	18	68.0		260.0	291	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294357		176. Ich dank' dir, lieber Herre	(B.A. 39, No. 94,  BWV 347)	J. Korlose 1535	"J.S. Bach (1685-1750)
J. K. Horn 1544
Praxis piet. 1662
"	3.6.2	2.5.0	MS3	MS3/B176.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-49 (E1-C#3)																																								
B177	1: 4/4	1: -2	17	16	51.0	21	20	64.0	[[[7, 8], [9]]]	255.0	274	75	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294440		177. Ich dank' dir, lieber Herre	(B.A. 39, No. 95,  BWV 348)	Joh. Kolrose 1535	"J.S. Bach (1685-1750)
J. K. Horn 1544
Praxis piet. 1662
"	3.6.2	2.5.0	MS3	MS3/B177.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-46 (F1-Bb2)																																								
B178	1: 4/4	1: 3	19	18	68.0	19	18	68.0		340.0	381	102	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294608		178. Ich dank' dir, lieber Herre	(Cant. 37. wer da glaubet und getauft wird. B.A. 7, 282,  BWV 37/6)	Joh. Kohlrose 1535	"J.S. Bach (1685-1750)
J. K. Horn 1544
Praxis piet. 1662
"	3.6.2	2.5.0	MS3	MS3/B178.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-47 (A1-B2)																																								
B179	1: 3/4	1: -1	16	16	48.0	16	16	48.0		240.0	208	61	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5295333		179. Ich dank' dir schon durch deinen Sohn	(B.A. 39, No. 96,  BWV 349)	Zach. Berwaldt G. B. Leipzig 1582	"J.S. Bach (1685-1750)
Mich. Praetorius 1610
"	3.6.2	2.5.0	MS3	MS3/B179.mscx	False	29-74 (F1-D5)		Soprano/Alto	60-74 (C4-D5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-45 (F1-A2)																																								
B180	1: 4/4	1: -2	19	18	72.0	19	18	72.0		360.0	463	146	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5295962		180. Ich danke dir, o Gott, in deinem Throne	(B.A. 39, No .97,  BWV 350)	Joh. Krüger G. B. 1640	"J.S. Bach (1685-1750)
Franz. Psalmen, Genf 1555
"	3.6.2	2.5.0	MS3	MS3/B180.mscx	False	29-74 (F1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	41-63 (F2-Eb4)	Contrabass	29-43 (F1-G2)																																								
B181	1: 4/4	1: 2	14	13	48.0	19	17	64.0		238.0	220	58	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5296019		181. Ich freue mich in dir	(Cant. 133. Ich freue mich in dir.  B.A. 28, 80,  BWV 133/6)	Caspar Ziegler 1648	"J.S. Bach (1685-1750)
Mel. vor Bach nicht nachzuweisen
Joh. Balth. König 1738
"	3.6.2	2.5.0	MS3	MS3/B181.mscx	False	26-76 (D1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-45 (D1-A2)																																								
