piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	composed_start	composed_end	composed_source	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	musicbrainz	mb:recording	spotify	ISRC	liturgical_occasion
B097	1: 4/4	1: 2	19	17	72.0	24	23	92.0	[[[7], [8]]]	284.0	297	98	0	0	0	Johann Sebastian Bach	"Kantate, BWV 69 ""Lobe den Herrn, meine Seele"": VI. Choral ""Es danke, Gott, und lobe dich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	97	Es woll' uns Gott genädig sein							3.02	Linux	http://musescore.com/user/1685616/scores/5197942		97. Es woll' uns Gott genädig sein	(Cantate 69. Lobe den Herrn, meine Seele. B.A. 16, 325, BWV 69/6)	M. Luther 1524	"J.S. Bach (1685-1750)
Strassburger Kirchenamt 1524"	3.6.2	2.5.1	MS3	MS3/B097.mscx	False	42-78 (F#2-F#5)		Soprano/Alto	55-78 (G3-F#5)	Tenor/Bass	42-68 (F#2-G#4)					9eeb54b3-6bdf-3de3-9c06-c053bf7b7240				Town Council Inauguration
B098	1: 3/4	1: 1	26	26	78.0	34	34	102.0		312.0	212	67	0	0	0	Johann Sebastian Bach	"Kantate, BWV 70 ""Wachet! betet! betet! wachet!"": VII. Choral ""Freu dich sehr, o meine Seele"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	98	Freu dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5126360		98. Freu dich sehr, o meine Seele	(Cant. 70. Wachet, betet, seid bereit. B.A. 16, 354, BWV 70 #7)	1620	"J.S. Bach (1685-1750)
Franz. Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B098.mscx	False	43-76 (G2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-64 (G2-E4)					436b978f-a07b-3243-b428-1cf9eccb013f	f2fdd774-8ddd-44b8-b576-d20b80470a09	0fz8OlBCHoMfENTrvrN8mb	NLY331107289	
B099	1: 3/4	1: 0	27	27	81.0	36	36	108.0		324.0	210	65	0	0	0	Johann Sebastian Bach	"Kantate, BWV 19 ""Es erhub sich ein Streit"": VII. Choral ""Laß dein' Engel mit mir fahren"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	99	Freu dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199077		99. Freu dich sehr, o meine Seele	(Cant. 19. Es erhub sich ein Streit. B.A. 2, 288, BWV 19/7)	1620	"J.S. Bach (1685-1750)
Franz. Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B099.mscx	False	43-81 (G2-A5)		Soprano/Alto	60-81 (C4-A5)	Tenor/Bass	43-67 (G2-G4)					72a26910-6fee-3cc3-8341-509ec595e8d2				Feast of the Archangel Michael
B100	1: 4/4	1: -2	13	13	52.0	17	17	68.0		208.0	224	83	0	0	0	Johann Sebastian Bach	"Kantate, BWV 194 ""Höchsterwünschtes Freudenfest"": VI. Choral ""Heilger Geist ins Himmels Throne"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	100	Freu' dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199159		100. Freu' dich sehr, o meine Seele	(Cant. 194. Höchst erwünschtes Freudenfest. B. A. 29, 124, BWV 194/6)	Joh. Heermann. 1630	"J.S. Bach (1685-1750)
Französische Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B100.mscx	False	41-79 (F2-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	41-67 (F2-G4)					4360239b-5c88-3248-9403-672328d45d64				Dedication of Church and Organ
B101	1: 4/4	1: 0	13	13	52.0	17	17	68.0		208.0	217	77	0	0	0	Johann Sebastian Bach	"Kantate, BWV 25 ""Es ist nichts Gesundes an meinem Leibe"": VI. Choral ""Ich will alle meine Tage"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	101	Freu' dich sehr , o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199368		101. Freu' dich sehr , o meine Seele	(Cant. 25. Es ist nichts Gesundes an meinem Liebe. B. A. 5 I, 188,  BWV 25/6)	Joh. Heermann. 1630	"J.S. Bach (1685-1750)
Franz. Psalmen 1551"	3.6.2	2.5.1	MS3	MS3/B101.mscx	False	43-81 (G2-A5)		Soprano/Alto	62-81 (D4-A5)	Tenor/Bass	43-67 (G2-G4)					db82467f-ea45-324f-9d88-da096c3d8672				14th Sunday after Trinity
B102	1: 4/4	1: 1	13	13	52.0	17	17	68.0		208.0	217	76	0	0	0	Johann Sebastian Bach	"Kantate, BWV 32 ""Liebster Jesu, mein Verlangen"": VI. Choral ""Mein Gott, öffne mir die Pforten"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	102	Freu' dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199415		102. Freu' dich sehr, o meine Seele	(Cant. 32. Liebester Jesu, mein Verlangen. B. A. 7,80, BWV 32/6)	Paul Gerhardt. 1648	"J.S. Bach (1685-1750)
Franz. Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B102.mscx	False	43-76 (G2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-64 (G2-E4)					bf26d9b3-338f-3b17-a9e5-d66b5b5d1c83				1st Sunday after Epiphany
B103	1: 4/4	1: 3	14	14	56.0	19	19	76.0		224.0	238	87	0	0	0	Johann Sebastian Bach	"Kantate, BWV 30 ""Freue dich, erlöste Schar"": Teil I, VI. Choral ""Eine Stimme lässt sich hören"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	103	Freu' dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199509		103. Freu' dich sehr, o meine Seele	(Cant. 30. Freue dich, erlöste Schaar. B.A. 5 T, 360, BWV 30/6)	Joh. Olearius 1671	"J.S. Bach (1685-1750)
Franz. Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B103.mscx	False	45-78 (A2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	45-68 (A2-G#4)					7f6198a0-8470-3449-b995-99f9ea68f525				Feast of John the Baptist
B104	1: 4/4	1: -2	13	13	52.0	17	17	68.0		208.0	218	72	0	0	0	Johann Sebastian Bach	"Kantate, BWV 39 ""Brich dem Hungrigen dein Brot"": VII. Choral ""Selig sind, die aus Erbarmen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	104	Freu' dich sehr, o meine Seele							3.02	Linux	http://musescore.com/user/1685616/scores/5199952		104. Freu' dich sehr, o meine Seele	(Cant. 39. Brich dem Hungrigen dein Brod B. A. 7, 318, BWV 39/7)	Dav. Denicke. 1676	"J.S. Bach (1685-1750)
Franz. Psalmen. Genf 1551"	3.6.2	2.5.1	MS3	MS3/B104.mscx	False	43-79 (G2-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	43-65 (G2-F4)					512a1985-780f-3c48-bd1a-9bbce84a19ac	e0ad7af6-5f1a-45ca-babd-05bc10a1e5e5	3VqWlMbAoARRaRNbPdygLz	NLY331107290	1st Sunday after Trinity
B105	1: 4/4	1: -3	20	20	80.0	20	20	80.0		320.0	358	124	0	0	0	Johann Sebastian Bach	"Kantate, BWV 40 ""Darzu ist erschienen der Sohn Gottes"": VIII. Choral ""Jesu, nimm dich deiner Glieder"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	105	Freuet euch, ihr Christen alle							3.02	Linux	http://musescore.com/user/1685616/scores/5127000		105. Freuet euch, ihr Christen alle	(Cant. 40 Dazu ist erschienen. B.A. 7, 394, BWV 40 #8)	Christian Kevmann 1646	"J.S. Bach (1685-1750)
Andr. Hammerschmidt 1646"	3.6.2	2.5.1	MS3	MS3/B105.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)					663eeb79-98ec-325d-9ed2-7ef5638e51a2	24a370de-8852-4a68-a12b-5a4e252af30d	7o2pIhwrdX0WUuo24ErSd6	NLY331107145	2nd Day of Christmas
B106	1: 4/4	1: -2	11	9	36.0	16	13	52.0		144.0	202	73	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 313 ""Für Freuden laßt uns springen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	106	Für Freuden lasst uns springen							3.02	Linux	http://musescore.com/user/1685616/scores/5128636		106. Für Freuden lasst uns springen	(B.A. 39, No. 60, BWV 313)		"J.S. Bach (1685-1750)
Casp. Peltsch 1648"	3.6.2	2.5.1	MS3	MS3/B106.mscx	False	43-77 (G2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-67 (G2-G4)					07855396-74fd-3ed2-bd5b-62ad34ad059c	3a232ab1-702f-4162-b705-27d6e743d46c	04X7AMJwTnka8zc5E2hQpw	NLY331107146	Unknown
B107	1: 4/4	1: 2	11	10	40.0	11	10	40.0		160.0	188	68	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 314 ""Gelobet seist du, Jesu Christ"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	107	Gelobet seist du, Jesu Christ				put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5136741		107. Gelobet seist du, Jesu Christ	(B.A. 39, No. 61, BWV 314)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther. G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B107.mscx	False	45-78 (A2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	45-66 (A2-F#4)					887a9d41-8741-3898-8c75-1d04e558bdac	86050979-f691-4bc7-9547-072c6456364a	5uCvEXjsFNriJS9o4JtPZH	NLY331107147	Unknown
B108	1: 4/4	1: 0	11	10	41.0	11	10	41.0		164.0	171	58	0	0	0	Johann Sebastian Bach	"Kantate, BWV 64 ""Sehet, welch eine Liebe hat uns der Vater erzeiget"": II. Choral ""Das hat er alles uns getan"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	108	Gelobet seist du, Jesu Christ							3.02	Linux	http://musescore.com/user/1685616/scores/5199979		108. Gelobet seist du, Jesu Christ	(Cant. 64. Sehet, welch'eine Liebe. B.A. 16, 118, BWV 64/2)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther. G. B. 1524"	3.6.2	2.5.1	MS3	MS3/B108.mscx	False	43-76 (G2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-65 (G2-F4)					ecbece46-f4c2-39b7-a620-a33d9d6c5ea8	4b47a166-2319-43be-8983-b647deb8cfe7	2pVQ7XrIf6paJUZ2rw78nT	NLY331107148	3rd Day of Christmas
B109	1: 4/4	1: 1	11	10	40.0	11	10	40.0		160.0	199	68	0	0	0	Johann Sebastian Bach	"Kantate, BWV 91 ""Gelobet seist du, Jesu Christ"": VI. Choral ""Das hat er alles uns getan"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	109	Gelobet seist du, Jesu Christ							3.02	Linux	http://musescore.com/user/1685616/scores/5203054		109. Gelobet seist du, Jesu Christ	(Cant. 91. Gelobet seist du, Jesu Christ. B.A. 22, 32, BWV 91/6)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther. G.B. 1521"	3.6.2	2.5.1	MS3	MS3/B109.mscx	False	36-76 (C2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	36-67 (C2-G4)					c1921958-3926-3fc5-a0ad-67207daffe16				Christmas Day
B110	1: 4/4	1: 2	11	10	40.0	11	10	40.0		160.0	213	76	0	0	0	Johann Sebastian Bach	Weihnachts-Oratorium, BWV 248: Teil III, XXVIII. Choral „Dies hat er alles uns getan“	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	110	Gelobet seist du, Jesu Christ							3.02	Linux	http://musescore.com/user/1685616/scores/5203167		110. Gelobet seist du, Jesu Christ	(Weihnachts-Oratorium, B.A. 5 II, 110, BWV 248/28)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther. G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B110.mscx	False	45-78 (A2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	45-66 (A2-F#4)					7d30d84f-6427-34bb-ae48-8c4b58306325	a3c65150-3169-42aa-8e5b-d2c228f8ee76	3a0EcRP6qMc7USrRCnssli	NLY331107149	
B111	1: 4/4	1: 1	14	12	48.0	20	17	68.0		184.0	253	83	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 315 ""Gib dich zufrieden und sei stille"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	111	Gib dich zufrieden und sei stille							3.02	Linux	http://musescore.com/user/1685616/scores/5127128		111. Gib dich zufrieden und sei stille	(B.A. 39, No. 62, BWV 315)	P. Gerhardt. 1666	J.S. Bach (1685-1750)	3.6.2	2.5.1	MS3	MS3/B111.mscx	False	43-79 (G2-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-64 (G2-E4)					d9535e64-cec8-368d-9487-9f48c0099dc0	f630c8b6-1b86-4c7e-a6aa-853bb16b7215	3QlYfzIL4p0MUkNRwPqEef	NLY331107291	Unknown
B112	1: 4/4	1: -2	12	10	40.0	19	16	64.0		160.0	210	76	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 316 ""Gott, der du selber bist das Licht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	112	Gott, der du  selber bist das Licht							3.02	Linux	http://musescore.com/user/1685616/scores/5128533		112. Gott, der du  selber bist das Licht	(B.A. 39, No. 63, BWV 316)	Joh. Rist 1641	"J.S. Bach (1685-1750)
J. Crüger 1648"	3.6.2	2.5.1	MS3	MS3/B112.mscx	False	40-77 (E2-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	40-67 (E2-G4)					706f565c-b790-3029-9367-d663f9a1868b	51f860ec-fbf0-49e0-a849-5b6244688bb1	212HgOvAzCtnpdzryoPeF2	NLY331107292	Unknown
B113	1: 4/4	1: 2	16	16	64.0	28	28	112.0		256.0	292	107	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 317 ""Gott, der Vater, wohn uns bei"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	113	Gott der Vater wohn' uns bei				put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5137721		113. Gott der Vater wohn' uns bei	(B.A. 39, No. 64, BWV 317)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh Walther G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B113.mscx	False	40-76 (E2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	40-66 (E2-F#4)					12ac6437-b71c-3ae3-9a8f-2de8a68c41df				Unknown
B114	1: 4/4	1: 3	8	8	32.0	12	12	48.0		128.0	172	59	0	0	0	Johann Sebastian Bach	Weihnachts-Oratorium, BWV 248: Teil V, LIII. Choral „Zwar ist solche Herzensstube“	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	114	Gott des Himmels und der Erden							3.02	Linux	http://musescore.com/user/1685616/scores/5207280		114. Gott des Himmels und der Erden	(Weihnachts Oratorium B.A. 5 II, No. 208, BWV 248/53)		"J.S. Bach (1685-1750)
Heinr. Albert 1644"	3.6.2	2.5.1	MS3	MS3/B114.mscx	False	45-76 (A2-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-64 (A2-E4)					2d4a4569-2673-330d-b059-2e6305df1350	f2027aa5-b9ff-4d3f-84ef-f7790a02c061	05dq0STbeb17ccXF1zNxNT	NLY331107150	Sunday after New Year
B115	1: 4/4	1: 1	13	13	52.0	13	13	52.0		208.0	200	70	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 318: ""Gottes Sohn ist kommen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	115	Gottes Sohn ist kommen							3.02	Linux	http://musescore.com/user/1685616/scores/5213351		115. Gottes Sohn ist kommen	(B.A. 39, No. 65, BWV 318)	J. Horn 1544	"J.S. Bach (1685-1750)
Michael Weisse 1531"	3.6.2	2.5.1	MS3	MS3/B115.mscx	False	43-79 (G2-G5)		Soprano/Alto	55-79 (G3-G5)	Tenor/Bass	43-64 (G2-E4)					ef655d40-d63f-3c80-8d26-b27c5174266d	b7c41a80-c62c-481d-acf9-4b31d9c7cb8e	6ipxBMXHDcDIIh6yVqae4X	NLY331107151	Unknown
B116	1: 4/4	1: 1	12	11	44.0	12	11	44.0		176.0	212	73	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 319 ""Gott hat das Evangelium"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	116	Gott hat das Evangelium							3.02	Linux	http://musescore.com/user/1685616/scores/5213444		116. Gott hat das Evangelium	(B.A. 39, No. 66, BWV 319)	Erasmus Alberus 1548	"J.S. Bach (1685-1750)
Erasmus Alberus 1548"	3.6.2	2.5.1	MS3	MS3/B116.mscx	False	40-74 (E2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	40-67 (E2-G4)					95edab66-3426-3cec-9ac6-f91af1dac67c	16a117c9-2972-44f9-906f-5f0ecc0a9cc5	6ghHjbbS3Wmt2tBFOmyQlQ	NLY331107293	Unknown
B117	1: 3/4	1: -1	38	38	114.0	38	38	114.0		456.0	378	122	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 320 ""Gott lebet noch"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	117	Gott lebet noch							3.02		http://musescore.com/user/1685616/scores/5218159		117. Gott lebet noch	(B.A. 39, No. 67, BWV 320)	Joh. Friedr. Zihn 1692 (1682)	"J.S. Bach (1685-1750)
Freilinghausen's G.B. II 1714"	3.6.2	2.5.1	MS3	MS3/B117.mscx	False	41-77 (F2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	41-67 (F2-G4)					094c8ad8-89f3-45a3-9b01-4884a410a9a6	613f52d7-3d11-4c3a-b1a9-d560f0197868	3euR5hS7hyh5BfDx4XBJX7	NLY331107294	Unknown
B118	1: 3/4	1: -2	16	16	48.0	24	24	72.0		192.0	153	49	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 321 ""Gottlob, es geht nunmehr zum Ende"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	118	Gottlob, es geht nunmehr zu Ende							3.02		http://musescore.com/user/1685616/scores/5219102		118. Gottlob, es geht nunmehr zu Ende	(B.A. 39, No. 68, BWV 321)	Christian Weise 1682	Wahrscheinlich von J.S. Bach (1685-1750)	3.6.2	2.5.1	MS3	MS3/B118.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)					0588973a-d6c8-3b46-b242-afa4b14228fa	f980a618-5976-485d-b962-078442593e95	0aqW6AWPNr8jZ6CI7oinlV	NLY331107295	Unknown
B119	1: 4/4	1: 0	22	20	80.0	29	26	104.0		316.0	349	132	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 322 ""Gott sei gelobet und gebenedeiet"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	119	Gott sei gelobet und gebenedeiet							3.02		http://musescore.com/user/1685616/scores/5220426		119. Gott sei gelobet und gebenedeiet	(B.A. 39, No. 69, BWV 322)	M. Luther 1524	"J.S. Bach (1685-1750)
J. Walter G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B119.mscx	False	36-74 (C2-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	36-65 (C2-F4)					a13f4fea-206f-3e90-9e3e-504f00c80c8b	4070a7e2-a4a4-40af-8436-d8391f10b7ef	5S3jr6Qw7Hvegs7MTWzll3	NLY331107205	Unknown
B120	1: 4/4	1: 3	11	11	44.0	11	11	44.0		176.0	98	34	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 323 ""Gott sei uns gnädig und barmherzig"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	120	Gott sei uns gnädig und barmherzig							3.02		http://musescore.com/user/1685616/scores/5224760		120. Gott sei uns gnädig und barmherzig	(B.A. 39, No. 70,  BWV 323 )	Nach 1 Mose, 6, 24-26	"J.S. Bach (1685-1750)
G. Rhau, Enchiridion 1535"	3.6.2	2.5.1	MS3	MS3/B120.mscx	False	42-76 (F#2-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	42-66 (F#2-F#4)					c025339c-05f4-3705-8b26-535876362da9				Unknown
B121	1: 4/4	1: 1	11	11	44.0	11	11	44.0		177.0	84	30	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 324 ""Meine Seele erhebet den Herren"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	121	Meine Seele erhebt den Herren							3.02		http://musescore.com/user/1685616/scores/5231245		121. Meine Seele erhebt den Herren	(B.A. 39, No. 71,  BWV 324 )	Evang. Lucä, 1, 16u. 47 	"J.S. Bach (1685-1750)
G. Rhau, Enchiridion 1535 und 
Jos. Klug 1535"	3.6.2	2.5.1	MS3	MS3/B121.mscx	False	40-74 (E2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	40-59 (E2-B3)					9c0c1382-13bd-3834-9a81-4b91189a8627				Unknown
B122	1: 4/4	1: -2	22	22	88.0	22	22	88.0		346.0	204	68	0	0	0	Johann Sebastian Bach	"Kantate, BWV 10 ""Meine Seel erhebt den Herren"": VII. Choral ""Lob und Preis sei Gott dem Vater und dem Sohn"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	122	Meine Seele erhebt den Herren							3.02		http://musescore.com/user/1685616/scores/5232162		122. Meine Seele erhebt den Herren	(Cant. 10. Meine Seele erhebt den Herrn. B. A. 1, 303, BWV 10/7)	"(Lobgesang Mariä (Magnificat) Vers 10 u. 11.)
Jos. Klug G.B. 1535"	"J.S. Bach (1685-1750)
Jos. Klug G.B. 1535"	3.6.2	2.5.1	MS3	MS3/B122.mscx	False	43-77 (G2-F5)		Soprano/Alto	59-77 (B3-F5)	Tenor/Bass	43-67 (G2-G4)					86085c0c-8352-354c-934b-6d1ae5d4943b	a00f298f-a50d-45c9-83d8-4f21c81b3f30	6YcyI06brK7a5aGIwOWR1c	NLY331107177	Feast of the Visitation of Mary
B123	1: 4/4	1: -1	17	17	68.0	17	17	68.0		264.0	299	112	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 325 ""Heilig, heilig, heilig"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	123	Heilig, heilig/Sanctus, sanctus							3.02		http://musescore.com/user/1685616/scores/5232413		123. Heilig, heilig/Sanctus, sanctus	(B.A. 39, No. 72,  BWV 325)	Jes. 6: 3 u. Ev. Matth. 21, 9	"Handschr. Choralbuch, Steinau 1726
Umbildung veilleicht von Bach"	3.6.2	2.5.1	MS3	MS3/B123.mscx	False	36-77 (C2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	36-65 (C2-F4)					238b3ebc-83b1-3b5a-9272-bf12d8aac440	03da3cb5-2abb-47ca-ada5-12daab5e8517	180PfipQSNRXgBJOd2AEth	NLY331107174	Unknown
B124	1: 4/4	1: 0	14	12	48.0	19	16	64.0		192.0	196	62	0	0	0	Johann Sebastian Bach	"Kantate, BWV 28 ""Gottlob! nun geht das Jahr zu Ende"": VI. Choral ""All solch dein Güt wir preisen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	124	Helft mir Gott's Güte preisen							3.02		http://musescore.com/user/1685616/scores/5232582		124. Helft mir Gott's Güte preisen	(Cant. 28. Gottlob, nun geht das Jahr zu Ende. B.A. 5, I 272,  BWV 28/6 )	Paul Eber vor 1569	"J.S. Bach (1685-1750)
Wolfg. Figulus 1575"	3.6.2	2.5.1	MS3	MS3/B124.mscx	False	43-76 (G2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-65 (G2-F4)					b8bb4696-62c0-4c28-9e9d-ab7447f61ac8				1st Sunday after Christmas
B125	1: 4/4	1: 0	14	12	48.0	19	16	64.0		192.0	194	66	0	0	0	Johann Sebastian Bach	"Kantate, BWV 16 ""Herr Gott, dich loben wir"": VI. Choral ""All solch dein Güt wir preisen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	125	Helft mir Gott's Güte preisen							3.02		http://musescore.com/user/1685616/scores/5233198		125. Helft mir Gott's Güte preisen	(Cant. 16. Herr Gott dir loben wir. B.A. 2, 108,  BWV 16/6)	Paul Eber vor 1569	"J.S. Bach (1685-1750)
Wolfg. Figulus 1575"	3.6.2	2.5.1	MS3	MS3/B125.mscx	False	45-76 (A2-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	45-67 (A2-G4)					6e65ec3c-a205-31a1-a54a-8f6a44e97622	fb1ba6df-cbb7-4605-be04-85d7a3b4089b	17pi2yaIy6QSqSWYUnwtxM	NLY331107296	New Year’s Day
B126	1: 4/4	1: 0	14	12	48.0	19	16	64.0		192.0	239	78	0	0	0	Johann Sebastian Bach	"Kantate, BWV 183 ""Sie werden euch in den Bann tun"": V. Choral ""Du bist ein Geist, der lehret"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	126	Helft mir Gott's Güte preisen							3.02		http://musescore.com/user/1685616/scores/5233249		126. Helft mir Gott's Güte preisen	(Cant. 183.  Sie werden euch in den Bann thun. B.A. 37, 74,  BWV 183/5)	P. Gerhardt 1653	"J.S. Bach (1685-1750)
Wolfg. Figulus 1575"	3.6.2	2.5.1	MS3	MS3/B126.mscx	False	45-76 (A2-E5)		Soprano/Alto	60-76 (C4-E5)	Tenor/Bass	45-65 (A2-F4)					b78c3cc8-38a0-3fee-a7f8-694280711400	47fc7428-545f-48e9-a74b-a9491b51b639	7vcFMDK10ElEa673bFDmQc	NLY331107297	Exaudi (Sunday after Ascension)
