piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	composed_start	composed_end	composed_source	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	musicbrainz	mb:recording	spotify	ISRC	liturgical_occasion
B177	1: 4/4	1: -2	17	12	51.0	21	16	64.0	[[[7, 8], [9]]]	204.0	223	75	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 348 ""Ich dank dir, lieber Herre"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	177	Ich dank' dir, lieber Herre				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294440		177. Ich dank' dir, lieber Herre	(B.A. 39, No. 95,  BWV 348)	Joh. Kolrose 1535	"J.S. Bach (1685-1750)
J. K. Horn 1544
Praxis piet. 1662
"	3.6.2	2.5.1	MS3	MS3/B177.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)					d93fabb3-8abe-4f7a-96b0-1e9a6b0bc704	cd424ddd-a821-4a20-83fb-248abf9cf87b	3mAKsitrGaYs3B53fWn7Re	NLY331107326	Unknown
B178	1: 4/4	1: 3	19	17	68.0	19	17	68.0		272.0	305	102	0	0	0	Johann Sebastian Bach	"Kantate, BWV 37 ""Wer da gläubet und getauft wird"": VI. Choral ""Den Glauben mir verleihe"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	178	Ich dank' dir, lieber Herre				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5294608		178. Ich dank' dir, lieber Herre	(Cant. 37. wer da glaubet und getauft wird. B.A. 7, 282,  BWV 37/6)	Joh. Kohlrose 1535	"J.S. Bach (1685-1750)
J. K. Horn 1544
Praxis piet. 1662
"	3.6.2	2.5.1	MS3	MS3/B178.mscx	False	45-76 (A2-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-66 (A2-F#4)					d46541ca-d02f-3914-aaaf-70d5cb587ccc	d33456e0-c43d-458d-99d0-804b0be530b0	68WP5wSxkGgjcKwNuL7tFw	NLY331107327	Ascension Day
B179	1: 3/4	1: -1	16	16	48.0	16	16	48.0		192.0	164	61	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 349 ""Ich dank dir schon durch deinen Sohn"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	179	Ich dank' dir schon durch deinen Sohn				put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5295333		179. Ich dank' dir schon durch deinen Sohn	(B.A. 39, No. 96,  BWV 349)	Zach. Berwaldt G. B. Leipzig 1582	"J.S. Bach (1685-1750)
Mich. Praetorius 1610
"	3.6.2	2.5.1	MS3	MS3/B179.mscx	False	41-74 (F2-D5)		Soprano/Alto	60-74 (C4-D5)	Tenor/Bass	41-67 (F2-G4)					d9489f1f-7482-3520-a5a2-bb1c6c38fa17	c1fb4b8f-21c8-46f6-b2b0-ffd3b2fba107	7LJbr4FeT4WfAt0HKrXeDD	NLY331107328	Unknown
B180	1: 4/4	1: -2	19	18	72.0	19	18	72.0		288.0	371	146	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 350 ""Ich danke dir, o Gott, in deinem Throne"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	180	Ich danke dir, o Gott, in deinem Throne				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5295962		180. Ich danke dir, o Gott, in deinem Throne	(B.A. 39, No .97,  BWV 350)	Joh. Krüger G. B. 1640	"J.S. Bach (1685-1750)
Franz. Psalmen, Genf 1555
"	3.6.2	2.5.1	MS3	MS3/B180.mscx	False	41-74 (F2-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	41-63 (F2-Eb4)					416c1a4f-9fe4-3809-8616-38e4d980584b	ade28b1f-34ba-43b7-803b-b5c2d0c3057c	1Y3lL3BsFrcoXO7JF3JIuh	NLY331107329	Unknown
B181	1: 4/4	1: 2	14	12	48.0	19	16	64.0		188.0	175	58	0	0	0	Johann Sebastian Bach	"Kantate, BWV 133 ""Ich freue mich in dir"": VI. Choral ""Wohlan, so will ich mich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	181	Ich freue mich in dir				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5296019		181. Ich freue mich in dir	(Cant. 133. Ich freue mich in dir.  B.A. 28, 80,  BWV 133/6)	Caspar Ziegler 1648	"J.S. Bach (1685-1750)
Mel. vor Bach nicht nachzuweisen
Joh. Balth. König 1738
"	3.6.2	2.5.1	MS3	MS3/B181.mscx	False	45-76 (A2-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-66 (A2-F#4)					74ba0033-ea30-3ab4-b2cd-9bb14da27017	2887eeb9-18c6-40ab-a614-042dbdf523c8	1jGo9bicCe4JnRTIhdh9h6	NLY331107153	3rd Day of Christmas
B182	1: 4/4	1: -1	10	9	36.0	10	9	36.0		144.0	183	67	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 351 ""Ich hab mein Sach Gott heimgestellt"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	182	Ich hab' mein Sach' Gott heimgestellt				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5296930		182. Ich hab' mein Sach' Gott heimgestellt	(B.A. 39, No. 38,  BWV 351)	Joh. Leon um 1589	"J.S. Bach (1685-1750)
Cassel G. B. 1601
"	3.6.2	2.5.1	MS3	MS3/B182.mscx	False	38-72 (D2-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	38-62 (D2-D4)					efb0ab2f-c033-3998-a685-a127e4c0a954	56b95473-d5e6-4c52-8a3c-4b59874c4eb0	7pZ8GfvWAuBjoUZTX9ZDGg	NLY331107330	Unknown
B183	1: 4/4	1: -2	15	13	52.0	20	17	68.0		208.0	267	98	0	0	0	Johann Sebastian Bach	"Kantate, BWV 177 ""Ich ruf zu dir, Herr Jesu Christ"": I. Coro ""Ich ruf zu dir, Herr Jesu Christ"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	183	Ich ruf' zu dir, Herr Jesu Christ				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297100		183. Ich ruf' zu dir, Herr Jesu Christ	(Cant. 177. Ich ruf' zu dir Herr Jesu Christ. B.A. 35, 234,  BWV 177/5)	Joh. Agricola vor 1530	"J.S. Bach (1685-1750)
Jos. Klug G. B. 1535
"	3.6.2	2.5.1	MS3	MS3/B183.mscx	False	43-79 (G2-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	43-67 (G2-G4)					5251def6-60cc-396c-a7e2-cb579158dc01	499d41fa-77ad-43fa-9a10-eb663d73fc71	075FDh85Xju0nzIAn7npCs	NLY331107331	4th Sunday after Trinity
B184	1: 4/4	1: 3	15	13	52.0	20	17	68.0		207.5	252	87	0	0	0	Johann Sebastian Bach	"Kantate, BWV 185 ""Barmherziges Herze der ewigen Liebe"": VI. Choral ""Ich ruf zu dir, Herr Jesu Christ"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	184	Ich ruf' zu dir, Herr Jesu Christ				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297236		184. Ich ruf' zu dir, Herr Jesu Christ	(Cant. 185. Barmherziges Herze der ewigen Liebe.  B.A. 37, 118,  BWV 185/6)	Joh. Agricola vor 1530	"J.S. Bach (1685-1750)
Jos. Klug G. B. 1535
"	3.6.2	2.5.1	MS3	MS3/B184.mscx	False	40-78 (E2-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	40-66 (E2-F#4)					aa9aca5e-d74f-3d39-98b3-890adcc59025				
B185	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	241	81	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 352 ""Jesu, der du meine Seele"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	185	Jesu, der du meine Seele				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5275550		185. Jesu, der du meine Seele	(B.A.. 39, No. 99,  BWV 352)	Joh. Rist 1641	"J.S. Bach (1685-1750)
Praxis piet. 1662
"	3.6.2	2.5.1	MS3	MS3/B185.mscx	False	43-77 (G2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-67 (G2-G4)					755741cd-419d-38df-bac2-96ce58141650	a4199a49-b358-4e1f-9fa8-c0754cb0970d	66zWWTmyD08OhLkX9g00fu	NLY331107332	Unknown
B186	1: 4/4	1: -2	14	14	56.0	19	19	76.0		224.0	235	81	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 353 ""Jesu, der du meine Seele"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	186	Jesu, der du meine Seele				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5276234		186. Jesu, der du meine Seele	(B.A. 39, No. 100,  BWV 353 )	Joh. Rist. 1641	"J.S. Bach (1685-1750)
Praxis piet. 1662
"	3.6.2	2.5.1	MS3	MS3/B186.mscx	False	41-75 (F2-Eb5)		Soprano/Alto	60-75 (C4-Eb5)	Tenor/Bass	41-65 (F2-F4)					7346bea5-0907-4806-9490-136b6d6afb99	9d8a11d8-c9ea-4ba8-9022-0c3dfdd96d7c	3UOq2EpfrFxJakudbOtLhh	NLY331107333	Unknown
B187	1: 4/4	1: -4	12	12	48.0	16	16	64.0		192.0	235	82	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 354 ""Jesu, der du meine Seele"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	187	Jesu, der du meine Seele				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5276297		187. Jesu, der du meine Seele	(B.A.. 39, No. 101,  BWV 354)	Joh. Rist. 1641	"J.S. Bach (1685-1750)
Praxis piet. 1662
"	3.6.2	2.5.1	MS3	MS3/B187.mscx	False	44-78 (Ab2-Gb5)		Soprano/Alto	60-78 (C4-Gb5)	Tenor/Bass	44-66 (Ab2-Gb4)					4c97af34-1630-42c5-98d1-f88c55571054	850b9d72-f858-4e6b-8fa0-5862df00a906	1vuW2wJaaoyWHsBVFNsol7	NLY331107334	Unknown
B188	1: 4/4	1: -2	16	16	64.0	16	16	64.0		256.0	281	93	0	0	0	Johann Sebastian Bach	"Kantate, BWV 78 ""Jesu, der du meine Seele"": VII. Choral ""Herr, ich glaube, hilf mir Schwachen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	188	Jesu, der du meine Seele			Joh. Rist (1607-1667)			2018-03-10	3.02	Linux	http://musescore.com/user/1685616/scores/5008589		188. Jesu, der du meine Seele	"(Herr! Ich glaube, hilf mir Schwachen)  
from the Cantata, Jesu, der du meine Seele, BWV 78.7, in BA 18"	Joh. Rist (1607-1667)	Joh. S. Bach (1685-1750) Praxis piet. 1662	3.6.2	2.5.1	MS3	MS3/B188.mscx	False	43-75 (G2-Eb5)		Soprano/Alto	60-75 (C4-Eb5)	Tenor/Bass	43-67 (G2-G4)					327bbfff-1c6a-3db4-b562-8c2efd52c01d	c509cf6d-5cf7-43cb-9681-a32cb22b1425	5RA3eXWUXgTgZnXgFuBlzK	NLY331107335	14th Sunday after Trinity
B189	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	285	101	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 355 ""Jesu, der du selbsten wohl"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	189	Jesu, der du selbst so wohl				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297319		189. Jesu, der du selbst so wohl	(B.A. 39, No. 102,  BWV 355)	Mich. Bapzien, um 1656	"J.S. Bach (1685-1750)
Kirchen = u. Hausmusik
Breslau o. J. (1668?)
"	3.6.2	2.5.1	MS3	MS3/B189.mscx	False	40-76 (E2-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-66 (E2-F#4)					4b1b628f-5a97-351c-bad0-83d97f4b6297	6c4437fa-11bc-45d0-8001-b2dea16b99ad	0GxNFzoI1E1abOB9aje3wr	NLY331107336	Unknown
B190	1: 3/4	1: -2	20	20	60.0	40	40	120.0		240.0	227	79	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 356 ""Jesu, du mein liebstes leben"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	190	Jesu, du mein liebstes Leben				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297380		190. Jesu, du mein liebstes Leben	(B.A. 39, No. 103,  BWV 356)	Joh. Rist. 1642	"J.S. Bach (1685-1750)
Joh. Schop 1642
"	3.6.2	2.5.1	MS3	MS3/B190.mscx	False	38-77 (D2-F5)		Soprano/Alto	59-77 (B3-F5)	Tenor/Bass	38-65 (D2-F4)					42e9d93a-bfe0-3596-a601-381547e20172	b76020f3-3d45-4cef-b445-4d5de31aa55e	466y7ToWp88LfFUCrX1X1u	NLY331107337	Unknown
B191	1: 4/4	1: -2	16	16	64.0	16	16	64.0		256.0	292	105	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 357 ""Jesu, Jesu, du bist mein"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	191	Jesu, Jesu, du bist mein						2016-05-09	3.02	Linux	http://musescore.com/user/1685616/scores/2122936		191. Jesu, Jesu, du bist mein	(B.A. 39. No 104, BWV 357)	Meiningen G. B. 1697	"Warscheinlich von Bach
Choralgesänge 191 (Breitkopf)
first appearing in Schemelli (1736), No. 34 (BGA)"	3.6.2	2.5.1	MS3	MS3/B191.mscx	False	41-77 (F2-F5)	mid	Soprano/Alto	55-77 (G3-F5)	Tenor/Bass	41-65 (F2-F4)					1cedd593-7ab7-4c80-b0db-e0d04b689b48	9f0684d8-6a1d-43e5-a79d-9718bb4b5a58	5tJQGLnrDPbh8E7X9xipUl	NLY331107338	Unknown
B192	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	256	82	0	0	0	Johann Sebastian Bach	"Johannes-Passion, BWV 245: Teil I. No. 14 Choral ""Petrus, der nicht denkt zurück"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	192	Jesu Leiden, Pein und Tod							3.02	Linux	http://musescore.com/user/1685616/scores/5211175		192. Jesu Leiden, Pein und Tod	(Johannes-Passion. B.A. 12 I, 39, BWV 245/14)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.1	MS3	MS3/B192.mscx	False	45-78 (A2-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	45-69 (A2-A4)					709abb88-2ebc-3e67-881a-febf11eb8f7e	546abaca-a3b3-46c6-974e-c1e916921de8	2Qdh3KFUtLEX03PTMJplAg	NLY331107215	Good Friday
B193	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	235	71	0	0	0	Johann Sebastian Bach	"Johannes-Passion, BWV 245: Teil II. No. 28 Choral ""Er nahm alles wohl in acht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	193	Jesu Leiden, Pein und Tod							3.02	Linux	http://musescore.com/user/1685616/scores/5211656		193. Jesu Leiden, Pein und Tod	(Johannes-Passion. B. A. 12 I, 103, BWV 245/28)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius. 1609"	3.6.2	2.5.1	MS3	MS3/B193.mscx	False	45-78 (A2-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	45-66 (A2-F#4)					4cddb69f-603f-325c-bed5-71456e2c1e58	7ed812d3-1b74-464c-a3bc-2e17b82535b9	3sz0YhmZwMC23WhpdPH9B0	NLY331107216	Good Friday
B194	1: 4/4	1: -3	16	16	64.0	16	16	64.0		256.0	282	102	0	0	0	Johann Sebastian Bach	"Kantate, BWV 159 ""Sehet, wir gehn hinauf gen Jerusalem"": V. Choral ""Jesu, deine Passion ist mir lauter Freude"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	194	Jesu Leiden, Pein und Tod							3.02	Linux	http://musescore.com/user/1685616/scores/5212748		194. Jesu Leiden, Pein und Tod	(Cant. 159. Sehet, wir geh'n hinauf gen Jerusalem. B.A. 32, No. 168, BWV 159/5)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.1	MS3	MS3/B194.mscx	False	43-72 (G2-C5)		Soprano/Alto	56-72 (Ab3-C5)	Tenor/Bass	43-63 (G2-Eb4)					5c633f7d-8012-3ad0-a561-0a6ba3fbac1e	570cf8f9-5d4d-46eb-bfad-9fe50fcc6d96	6i18wd4bHq7Dsj7hIW1fXw	NLY331107217	Quinquagesima
B195	1: 4/4	1: -1	13	13	52.0	19	19	76.0		208.0	203	70	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 358 ""Jesu, meine Freude"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	195	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5120862		195. Jesu, meine Freude	(B.A. 39, No. 105, BWV 358)	Joh. Franck. 1653	"J.S. Bach (1685-1750)
Joh. Crüger. Praxis piet. 1653"	3.6.2	2.5.1	MS3	MS3/B195.mscx	False	38-77 (D2-F5)		Soprano/Alto	55-77 (G3-F5)	Tenor/Bass	38-65 (D2-F4)					6ae99710-15bb-360d-9735-7a8fc71ba0d1	d68bdd74-31d5-430d-a660-9dc6c484bd80	0nqcmpgI0QA8i8DXxw7jmq	NLY331107339	Unknown
B196	1: 4/4	1: 1	19	19	76.0	19	19	76.0		304.0	279	93	0	0	0	Johann Sebastian Bach	Jesu, meine Freude, BWV 227: I. Corale „Jesu, meine Freude“	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	196	Jesu, meine Freude, motet BWV 227 # 1.						2016-10-13	3.02	Linux	http://musescore.com/score/2755056		196. Jesu, meine Freude, motet BWV 227 # 1. 	B.A. 39, 61 u. 84)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653  "	3.6.2	2.5.1	MS3	MS3/B196.mscx	False	43-79 (G2-G5)	mid	Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-69 (G2-A4)					145beb7d-9882-328e-9519-1662f0e9e8cb	1b8f7745-d471-4a7f-bc64-b9cf58c639f2	1Ml0PBDzzbSfViVd9fr5nr	NLY331107340	Unknown
B197	1: 4/4	1: 1	13	13	52.0	19	19	76.0		208.0	195	64	0	0	0	Johann Sebastian Bach	"Kantate, BWV 81 ""Jesus schläft, was soll ich hoffen"": VII. Choral ""Unter deinen Schirmen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	197	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5121083		197. Jesu, meine Freude	(Cantate 81. Jesus schläft, was soll ich hoffen? B. A. 20 I, 24, BWV 81#7)	Joh. Franck. 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653"	3.6.2	2.5.1	MS3	MS3/B197.mscx	False	40-79 (E2-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	40-66 (E2-F#4)					70833221-d226-34a4-a4ec-115809af65e0	8c92113b-aebe-4e9c-982c-665bf6470ce3	6lrqq23QFisC6AkpxK0woQ	NLY331107341	4th Sunday after Epiphany
B198	1: 4/4	1: 1	13	13	52.0	19	19	76.0		211.5	198	72	0	0	0	Johann Sebastian Bach	"Jesu, meine Freude, BWV 227: III. Corale: ""Unter deinem Schirmen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	198	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5121862		198. Jesu, meine Freude	(Motette. B.A. 39, 66, BWV 227#3)	Joh. Franck. 1653.	"J.S. Bach (1685-1750)
Joh. Crüger 1653"	3.6.2	2.5.1	MS3	MS3/B198.mscx	False	40-79 (E2-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	40-66 (E2-F#4)					246eb780-d82f-33e5-809c-52eb6fa96d26				
B199	1: 4/4	1: 1	13	13	52.0	19	19	76.0		197.0	283	114	0	0	0	Johann Sebastian Bach	"Jesu, meine Freude, BWV 227: VII. Corale: ""Weg mit allen Schätzen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	199	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5122150		199. Jesu, meine Freude	(Motette. B.A. 39, 75, BWV 227#7)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653"	3.6.2	2.5.1	MS3	MS3/B199.mscx	False	43-79 (G2-G5)		Soprano	64-79 (E4-G5)	Alto	59-72 (B3-C5)	Tenor	52-67 (E3-G4)	Bass	43-60 (G2-C4)	f2c2fa6d-cfe3-306c-8887-7463d2f4737c				Unknown
B200	1: 4/4	1: 1	13	13	52.0	19	19	76.0		208.0	188	62	0	0	0	Johann Sebastian Bach	"Kantate, BWV 64 ""Sehet, welch eine Liebe hat uns der Vater erzeiget"": VIII. Choral ""Gute Nacht, o Wesen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	200	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5122328		200. Jesu, meine Freude	(Cant. 64. Sehet, welch' eine Liebe. B.A. 16, 132, BWV 64#8)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Krüger 1653"	3.6.2	2.5.1	MS3	MS3/B200.mscx	False	43-79 (G2-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-64 (G2-E4)					42493a16-7545-33b2-b57a-99931860dc06	c12230d1-4e1d-4ce9-ac6b-a18b4641ecd9	09PkUNq3h4pRPJqPgAajtp	NLY331107091	3rd Day of Christmas
B201	1: 4/4	1: 0	13	13	52.0	19	19	76.0		208.0	218	81	0	0	0	Johann Sebastian Bach	"Kantate, BWV 87 ""Bisher habt ihr nichts gebeten in meinem Namen"": VII. Choral ""Muß ich sein betrübet"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	201	Jesu, meine Freude							3.02	Linux	http://musescore.com/user/1685616/scores/5122471		201. Jesu, meine Freude	(Cant. 87. Bisher habt ihr nicht gebeten. B.A. 20 I, 152, BWV 87.7)	Heinr. Müller 1639	"J.S. Bach (1685-1750)
Joh. Krüger 1653"	3.6.2	2.5.1	MS3	MS3/B201.mscx	False	45-77 (A2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	45-65 (A2-F4)					c6e7269d-ecb3-3d69-801b-92dc83b08941				Rogate (5th Sunday after Easter)
B202	1: 4/4	1: -2	13	13	52.0	13	13	52.0		208.0	221	75	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 361 ""Jesu, meines Herzens Freud"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	202	Jesu, meines Herzens Freud'				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297936		202. Jesu, meines Herzens Freud'	(B.A. 39, No. 108,  BWV 361)	J. Flitner 1661	"J.S. Bach (1685-1750)
Melodie von J. R. Ahle
Joh. Flitner 1661
"	3.6.2	2.5.1	MS3	MS3/B202.mscx	False	46-77 (Bb2-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	46-69 (Bb2-A4)					175b59b4-27cf-3311-84f0-cfbba29b0dbd	8e2a60f5-be77-408f-a892-4de412b12423	7GNbNsSLRoec9YMtb5e4Bm	NLY331107092	Unknown
B203	1: 4/4, 18: 3/4	1: -2	32	30	106.0	41	38	138.0		424.0	459	162	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 362 ""Jesu, nun sei gepreiset"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	203	Jesu, nun sei gepreiset				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5298618		203. Jesu, nun sei gepreiset	(B.A. 39, No. 109,  BWV 362)	Joh. Hermann, Senior 1591	"J.S. Bach (1685-1750)
Weihnachtslieder Wittenberg 1591
"	3.6.2	2.5.1	MS3	MS3/B203.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)					302cb54f-83ae-3a9a-8307-0dd846edc27f	26df3cab-076b-4257-8a98-e4351e77816c	0wel4FoQl0etZgFJ0FA0or	NLY331107093	Unknown
B204	1: 4/4, 16: 3/4, 32: 4/4	1: 0	35	32	112.0	45	40	144.0		448.0	419	139	0	0	0	Johann Sebastian Bach	"Kantate, BWV 41 ""Jesu, nun sei gepreiset"": VI. Choral ""Dein ist allein die Ehre"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	204	Jesu, nun sei gepreiset				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5299543		204. Jesu, nun sei gepreiset	"(Cant. 41. Jesu, nun sei gepreiset.  B. A. 10, 58, BWV 41.6
Cant. 171. Gott, wie dein Name. B. A. 35, 32.  (in D dur) BWV 171.6)"	Joh. Hermann Senior 1591	"J.S. Bach (1685-1750)
Wittenberg 1591
"	3.6.2	2.5.1	MS3	MS3/B204.mscx	False	43-77 (G2-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-67 (G2-G4)					7151af45-1c08-3628-8a4c-084f65c4592c				
