type	type-id	target	ordering-key	direction	attribute-list	attributes	work.id	work.title	work.language	work.disambiguation
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	177a3e07-dcd4-31f8-ab78-cef9f82bc4d6	284	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '285', 'attribute': 'number'}]	177a3e07-dcd4-31f8-ab78-cef9f82bc4d6	"Choralsatz, BWV 401 ""O Lamm Gottes, unschuldig"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7d3feb2d-c19a-4eb2-a5ef-f822232e5a41	285	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '286', 'attribute': 'number'}]	7d3feb2d-c19a-4eb2-a5ef-f822232e5a41	"Choralsatz, BWV 402 ""O Mensch, bewein' dein Sünde groß"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7fa33393-90a1-4eea-8002-891cbcbf5632	286	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '287', 'attribute': 'number'}]	7fa33393-90a1-4eea-8002-891cbcbf5632	"Choralsatz, BWV 403 ""O Mensch, schau Jesum Christum an"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	1d7621f0-b2cf-420b-8296-6a68eaad0dd4	287	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '288', 'attribute': 'number'}]	1d7621f0-b2cf-420b-8296-6a68eaad0dd4	"Choralsatz, BWV 404 ""O Traurigkeit, O Herzeleid"""	deu	"music same as BWV 247: LXIV. ""O Jesu, du mein Hülf und Ruh"""
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7286d4a2-3a53-4ccc-8e09-eeb6e6b4cee3	298	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '299', 'attribute': 'number'}]	7286d4a2-3a53-4ccc-8e09-eeb6e6b4cee3	"Choralsatz, BWV 405 ""O wie selig seid ihr doch, ihr Frommen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	e92b396c-ab0b-419b-b1a2-63149e52c9f1	299	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '300', 'attribute': 'number'}]	e92b396c-ab0b-419b-b1a2-63149e52c9f1	"Choralsatz, BWV 406 ""O wie selig seid ihr doch, ihr Frommen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	ea53c9a3-55fd-4286-b982-55eef1bd8bef	302	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '303', 'attribute': 'number'}]	ea53c9a3-55fd-4286-b982-55eef1bd8bef	"Choralsatz, BWV 408 ""Schaut, ihr Sünder!"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	6051cd7d-b364-3c86-9c8d-77320705a710	305	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '306', 'attribute': 'number'}]	6051cd7d-b364-3c86-9c8d-77320705a710	"Choralsatz, BWV 409 ""Seelenbräutigam"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	eba09b79-c3f8-4253-9573-ee1050a9504a	306	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '307', 'attribute': 'number'}]	eba09b79-c3f8-4253-9573-ee1050a9504a	"Choralsatz, BWV 410 ""Sei gegrüßet, Jesu gütig"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c1649f3f-c313-3266-b2ba-61fa17bb1d23	308	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '309', 'attribute': 'number'}]	c1649f3f-c313-3266-b2ba-61fa17bb1d23	"Choralsatz, BWV 411 ""Singt dem Herrn ein neues Lied"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	be68b898-8cd7-49e0-b56e-6bade7ae4d34	309	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '310', 'attribute': 'number'}]	be68b898-8cd7-49e0-b56e-6bade7ae4d34	"Choralsatz, BWV 412 ""So giebst du nun, mein Jesu, gute Nacht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	0cdee533-a5d7-4650-85fa-f9be97594a13	310	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '311', 'attribute': 'number'}]	0cdee533-a5d7-4650-85fa-f9be97594a13	"Choralsatz, BWV 413 ""Sollt' ich meinem Gott nicht singen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	50335ad4-48e3-382a-970a-903065940fdf	312	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '313', 'attribute': 'number'}]	50335ad4-48e3-382a-970a-903065940fdf	"Choralsatz, BWV 414 ""Uns ist ein Kindlein heut geborn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	f8fab03c-7972-3d4d-8498-7b29ef469e25	313	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '314', 'attribute': 'number'}]	f8fab03c-7972-3d4d-8498-7b29ef469e25	"Choralsatz, BWV 415 ""Valet will ich dir geben"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	232e122b-7d30-32f0-affe-2cfaf01648c1	315	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '316', 'attribute': 'number'}]	232e122b-7d30-32f0-affe-2cfaf01648c1	"Choralsatz, BWV 416 ""Vater unser im Himmelreich"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cf8d5d1c-cfd1-486e-8a65-65faf16158ed	323	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '324', 'attribute': 'number'}]	cf8d5d1c-cfd1-486e-8a65-65faf16158ed	"Choralsatz, BWV 417 ""Von Gott will ich nicht lassen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	69d980dd-f87e-3820-9095-e45c1a9e6ef7	324	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '325', 'attribute': 'number'}]	69d980dd-f87e-3820-9095-e45c1a9e6ef7	"Choralsatz, BWV 418 ""Von Gott will ich nicht lassen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	fce35a3f-896a-396a-a670-f9a397a24eb8	325	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '326', 'attribute': 'number'}]	fce35a3f-896a-396a-a670-f9a397a24eb8	"Choralsatz, BWV 419 ""Von Gott will ich nicht lassen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	da806adc-b398-3d71-befe-6e00693ce8e9	330	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '331', 'attribute': 'number'}]	da806adc-b398-3d71-befe-6e00693ce8e9	"Choralsatz, BWV 420 ""Warum betrübst du dich, mein Herz"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	6d7b8202-03f7-4ca7-85ec-cb0c18c09abc	331	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '332', 'attribute': 'number'}]	6d7b8202-03f7-4ca7-85ec-cb0c18c09abc	"Choralsatz, BWV 421 ""Warum betrübst du dich, mein Herz"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b48277b3-d274-31eb-be0e-7a1698c368da	333	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '334', 'attribute': 'number'}]	b48277b3-d274-31eb-be0e-7a1698c368da	"Choralsatz, BWV 422 ""Warum sollt ich mich denn grämen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	dde30141-a2f0-3af9-91d4-7c6892f3c231	335	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '336', 'attribute': 'number'}]	dde30141-a2f0-3af9-91d4-7c6892f3c231	"Choralsatz, BWV 423 ""Was betrübst du dich, mein Herze"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	1437f57e-203b-4b8f-a929-69235515086c	336	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '337', 'attribute': 'number'}]	1437f57e-203b-4b8f-a929-69235515086c	"Choralsatz, BWV 424 ""Was bist du doch, o Seele, so betrübet"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	8562bcc9-a0c9-309f-9b76-e801ab598028	348	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '349', 'attribute': 'number'}]	8562bcc9-a0c9-309f-9b76-e801ab598028	"Choralsatz, BWV 425 ""Was willt du dich, o meine Seele, kränken"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7770ec3e-9b21-3730-8ebd-f069de7aafdc	350	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '351', 'attribute': 'number'}]	7770ec3e-9b21-3730-8ebd-f069de7aafdc	"Choralsatz, BWV 426 ""Weltlich Ehr und zeitlich Gut"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	a0af507a-31b0-3749-af92-969ba08d96ed	351	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '352', 'attribute': 'number'}]	a0af507a-31b0-3749-af92-969ba08d96ed	"Choralsatz, BWV 427 ""Wenn ich in Angst und Not"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	26ac9812-a373-3cff-8f1b-67b44a4ca7a7	352	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '353', 'attribute': 'number'}]	26ac9812-a373-3cff-8f1b-67b44a4ca7a7	"Choralsatz, BWV 428 ""Wenn mein Stündlein vorhanden ist"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	dea8df6b-811e-4c7d-a5be-4b4f5c8aa157	353	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '354', 'attribute': 'number'}]	dea8df6b-811e-4c7d-a5be-4b4f5c8aa157	"Choralsatz, BWV 429 ""Wenn mein Stündlein vorhanden ist"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4b60214e-7563-4cab-b9d7-4293843ebe31	354	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '355', 'attribute': 'number'}]	4b60214e-7563-4cab-b9d7-4293843ebe31	"Choralsatz, BWV 430 ""Wenn mein Stündlein vorhanden ist"""	deu	"music same as BWV 247: XIII.""Betrübtes Herz, sei wohlgemut"""
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7b0e4e70-657d-3f0b-8107-96458b0aa4fb	357	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '358', 'attribute': 'number'}]	7b0e4e70-657d-3f0b-8107-96458b0aa4fb	"Choralsatz, BWV 431 ""Wenn wir in höchsten Nöten sein"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	37753dd2-4307-48bc-9150-fd675a982102	358	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '359', 'attribute': 'number'}]	37753dd2-4307-48bc-9150-fd675a982102	"Choralsatz, BWV 432 ""Wenn wir in höchsten Nöten sein"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	2fee49bc-431a-3b02-9a7a-ddc3e762741d	365	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '366', 'attribute': 'number'}]	2fee49bc-431a-3b02-9a7a-ddc3e762741d	"Choralsatz, BWV 433 ""Wer Gott vertraut, hat wohl gebaut"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	167a4008-b750-3ff2-8f22-3df8a06b4735	366	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '367', 'attribute': 'number'}]	167a4008-b750-3ff2-8f22-3df8a06b4735	"Choralsatz, BWV 434 ""Wer nur den lieben Gott läßt walten"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	41bb4f2c-36f2-3a21-98bd-aa5a18e5d9e7	373	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '374', 'attribute': 'number'}]	41bb4f2c-36f2-3a21-98bd-aa5a18e5d9e7	"Choralsatz, BWV 435 ""Wie bist du, Seele, in mir so gar betrübt"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	629d2ef7-39ee-390a-bac8-aefd10335f99	374	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '375', 'attribute': 'number'}]	629d2ef7-39ee-390a-bac8-aefd10335f99	"Choralsatz, BWV 436 ""Wie schön leuchtet der Morgenstern"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cdc38160-ab67-3c24-ad40-b0373ffa9daa	381	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '382', 'attribute': 'number'}]	cdc38160-ab67-3c24-ad40-b0373ffa9daa	"Choralsatz, BWV 437 ""Wir glauben all an einen Gott"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	beb8e0fe-373d-3a35-b3f7-fbf060c1eb3f	387	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '389', 'attribute': 'number'}]	beb8e0fe-373d-3a35-b3f7-fbf060c1eb3f	"Choralsatz, BWV 438 ""Wo Gott zum Haus nicht gibt sein Gunst"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	3bd0ec42-f5f6-4d65-bf7a-1695cd66c1b0	217	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '217', 'attribute': 'number'}]	3bd0ec42-f5f6-4d65-bf7a-1695cd66c1b0	"Choralstaz, BWV 369 ""Keinen hat Gott verlassen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	a7bf265b-4dda-30e1-b9fd-3e6c935172ad	220	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '221', 'attribute': 'number'}]	a7bf265b-4dda-30e1-b9fd-3e6c935172ad	"Der Geist hilft unsrer Schwachheit auf, BWV 226: III. ""Du heilige Brunst"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	280dade5-dd09-35e3-a640-73b44e39b0ec	82	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '82', 'attribute': 'number'}]	280dade5-dd09-35e3-a640-73b44e39b0ec	"Himmelfahrts-Oratorium, BWV 11: VI. Choral ""Nun lieget alles unter dir"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	145beb7d-9882-328e-9519-1662f0e9e8cb	196	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '196', 'attribute': 'number'}]	145beb7d-9882-328e-9519-1662f0e9e8cb	Jesu, meine Freude, BWV 227: I. Corale „Jesu, meine Freude“	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	246eb780-d82f-33e5-809c-52eb6fa96d26	198	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '198', 'attribute': 'number'}]	246eb780-d82f-33e5-809c-52eb6fa96d26	"Jesu, meine Freude, BWV 227: III. Corale: ""Unter deinem Schirmen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	f2c2fa6d-cfe3-306c-8887-7463d2f4737c	199	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '199', 'attribute': 'number'}]	f2c2fa6d-cfe3-306c-8887-7463d2f4737c	"Jesu, meine Freude, BWV 227: VII. Corale: ""Weg mit allen Schätzen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b78c8fdb-aa27-3fe4-8de1-ef808433ce2a	168	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '168', 'attribute': 'number'}]	b78c8fdb-aa27-3fe4-8de1-ef808433ce2a	"Johannes-Passion, BWV 245: Teil I. No. 3 Choral ""O große Lieb"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	042bce4c-792f-3c20-bf0b-35ea602685a5	316	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '317', 'attribute': 'number'}]	042bce4c-792f-3c20-bf0b-35ea602685a5	"Johannes-Passion, BWV 245: Teil I. No. 5 Choral ""Dein Will gescheh, Herr Gott, zugleich"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	3568d8b7-60f9-3c63-bbaa-d7387cbd4be0	292	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '293', 'attribute': 'number'}]	3568d8b7-60f9-3c63-bbaa-d7387cbd4be0	"Johannes-Passion, BWV 245: Teil I. No. 11 Choral ""Wer hat dich so geschlagen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	709abb88-2ebc-3e67-881a-febf11eb8f7e	192	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '192', 'attribute': 'number'}]	709abb88-2ebc-3e67-881a-febf11eb8f7e	"Johannes-Passion, BWV 245: Teil I. No. 14 Choral ""Petrus, der nicht denkt zurück"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	57b53b6f-4d92-39b2-9657-8b37b6eb07fd	49	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '49', 'attribute': 'number'}]	57b53b6f-4d92-39b2-9657-8b37b6eb07fd	"Johannes-Passion, BWV 245: Teil II. No. 15 Choral ""Christus, der uns selig macht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4c18ea22-0adf-38a4-97a7-46c2a9df83e5	169	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '169', 'attribute': 'number'}]	4c18ea22-0adf-38a4-97a7-46c2a9df83e5	"Johannes-Passion, BWV 245: Teil II. No. 17 Choral ""Ach großer König"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	9e830d6e-ffce-3c92-a53f-f945ca11a117	238	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '239', 'attribute': 'number'}]	9e830d6e-ffce-3c92-a53f-f945ca11a117	"Johannes-Passion, BWV 245: Teil II. No. 22 Choral ""Durch dein Gefängnis, Gottes Sohn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	e3bf4ede-a1ec-31e5-9b7a-bd8f2af3a670	314	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '315', 'attribute': 'number'}]	e3bf4ede-a1ec-31e5-9b7a-bd8f2af3a670	"Johannes-Passion, BWV 245: Teil II. No. 26 Choral ""In meines Herzens Grunde"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4cddb69f-603f-325c-bed5-71456e2c1e58	193	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '193', 'attribute': 'number'}]	4cddb69f-603f-325c-bed5-71456e2c1e58	"Johannes-Passion, BWV 245: Teil II. No. 28 Choral ""Er nahm alles wohl in acht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	a35ad13a-a221-30f0-bdf6-edd5b44c99f1	50	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '50', 'attribute': 'number'}]	a35ad13a-a221-30f0-bdf6-edd5b44c99f1	"Johannes-Passion, BWV 245: Teil II. No. 37 Choral ""O hilf, Christe, Gottes Sohn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	646fbac7-e627-3f78-95ae-9b0ff690cb42	154	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '154', 'attribute': 'number'}]	646fbac7-e627-3f78-95ae-9b0ff690cb42	"Johannes-Passion, BWV 245: Teil II. No. 40 Choral ""Ach Herr, laß dein lieb Engelein"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4e9395bc-6eac-30a7-bf3d-854f7bdbc507	377	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '378', 'attribute': 'number'}]	4e9395bc-6eac-30a7-bf3d-854f7bdbc507	"Kantate, BWV 1 ""Wie schön leuchtet der Morgenstern"": VI. Choral ""Wie bin ich doch so herzlich froh"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	bc333fd2-2702-3f9d-b2ca-6fa24a495c42	7	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '7', 'attribute': 'number'}]	bc333fd2-2702-3f9d-b2ca-6fa24a495c42	"Kantate, BWV 2 ""Ach Gott, vom Himmel sieh darein"": VI. Choral ""Das wollst du, Gott, bewahren rein"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	16c97945-d1b5-32b2-8fad-24fd0c9b75ea	8	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '8', 'attribute': 'number'}]	16c97945-d1b5-32b2-8fad-24fd0c9b75ea	"Kantate, BWV 3 ""Ach Gott, wie manches Herzeleid"": VI. Choral ""Erhalt mein Herz im Glauben"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	430b6abd-a5a4-3b5c-a64b-71435ec34cb7	41	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '41', 'attribute': 'number'}]	430b6abd-a5a4-3b5c-a64b-71435ec34cb7	"Kantate, BWV 4 ""Christ lag in Todesbanden"": VIII. Choral Versus VII ""Wir essen und leben wohl"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7c10d8b0-bc40-3f0a-b94f-90f049a5a727	28	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '28', 'attribute': 'number'}]	7c10d8b0-bc40-3f0a-b94f-90f049a5a727	"Kantate, BWV 5 ""Wo soll ich fliehen hin"": VII. Choral ""Führ auch mein Herz und Sinn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	3d432153-dbc5-3252-b006-83447d8e6608	79	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '79', 'attribute': 'number'}]	3d432153-dbc5-3252-b006-83447d8e6608	"Kantate, BWV 6 ""Bleib bei uns, denn es will Abend werden"": VI. Choral ""Beweis dein Macht, Herr Jesu Christ"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	04b8b7cd-1af1-3131-baee-486aa729a7f8	44	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '44', 'attribute': 'number'}]	04b8b7cd-1af1-3131-baee-486aa729a7f8	"Kantate, BWV 7 ""Christ unser Herr zum Jordan kam"": VII. Choral ""Das Aug allein das Wasser sieht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c8b162cd-7a85-356a-9767-956bb941c2e9	226	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '227', 'attribute': 'number'}]	c8b162cd-7a85-356a-9767-956bb941c2e9	"Kantate, BWV 8 ""Liebster Gott, wenn werd ich sterben?"": VI. Choral ""Herrscher über Tod und Leben"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	dbdd92a0-a575-307d-824c-9c0c2afa338c	87	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '87', 'attribute': 'number'}]	dbdd92a0-a575-307d-824c-9c0c2afa338c	"Kantate, BWV 9 ""Es ist das Heil uns kommen her"": VII. Choral ""Ob sichs anließ, als wollt er nicht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	86085c0c-8352-354c-934b-6d1ae5d4943b	122	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '122', 'attribute': 'number'}]	86085c0c-8352-354c-934b-6d1ae5d4943b	"Kantate, BWV 10 ""Meine Seel erhebt den Herren"": VII. Choral ""Lob und Preis sei Gott dem Vater und dem Sohn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	8b7a1718-f4de-31b4-866f-010250b0d252	339	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '340', 'attribute': 'number'}]	8b7a1718-f4de-31b4-866f-010250b0d252	"Kantate, BWV 12 ""Weinen, Klagen, Sorgen, Zagen"": VII. Choral ""Was Gott tut, das ist wohlgetan"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	fcc0f56c-7f4b-3bc4-aaa2-e25b61c2a570	294	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '295', 'attribute': 'number'}]	fcc0f56c-7f4b-3bc4-aaa2-e25b61c2a570	"Kantate, BWV 13 ""Meine Seufzer, meine Tränen"": VI. Choral ""So sei nun, Seele"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	8d9eddb7-584e-338c-83d0-5e5f17e878c3	329	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '330', 'attribute': 'number'}]	8d9eddb7-584e-338c-83d0-5e5f17e878c3	"Kantate, BWV 14 ""Wär Gott nicht mit uns diese Zeit"": V. Choral ""Gott Lob und Dank, der nicht zugab"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	6e65ec3c-a205-31a1-a54a-8f6a44e97622	125	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '125', 'attribute': 'number'}]	6e65ec3c-a205-31a1-a54a-8f6a44e97622	"Kantate, BWV 16 ""Herr Gott, dich loben wir"": VI. Choral ""All solch dein Güt wir preisen"""	deu	
