filename	cd	track	title	bwv	cd	track	track_title	recording_title	chorale	recording_id
01-87 Nun bitten wir den heiligen Geist (Cantata, BWV 169).mp3	1	87	Nun bitten wir den heiligen Geist (Cantata, BWV 169).mp3	169	2	33	Nun bitten wir den heiligen Geist (Cantata BWV169)	Nun bitten wir den heiligen Geist, Cantata BWV 169	256	976473b3-786c-4316-a4e4-9a676277c12d
01-88 Nun danket alle Gott, BWV 386.mp3	1	88	Nun danket alle Gott, BWV 386.mp3	386	2	34	Nun danket alle Gott BWV386	Nun danket alle Gott, BWV 386	257	4c8fd196-4d33-48a4-94f0-3e09c48235dd
01-89 Nun freut euch, Gottes Kinder all, BWV 387.mp3	1	89	Nun freut euch, Gottes Kinder all, BWV 387.mp3	387	2	35	Nun freut euch, Gottes Kinder all BWV387	Nun freut euch, Gottes Kinder all, BWV 387	260	57b199f2-d2f3-440d-be75-101271c6b276
01-90 Nun lasst uns Gott, dem Herren (Cantata, BWV 165).mp3	1	90	Nun lasst uns Gott, dem Herren (Cantata, BWV 165).mp3	165	2	36	Nun lasst uns Gott, dem Herren (Cantata BWV165)	Nun lasst uns Gott, dem Herren, Cantata BWV 165	266	d93365fc-a40c-4d37-8884-e5754f5db582
01-91 Nun lob', mein' Seel', den Herren, BWV 389.mp3	1	91	Nun lob', mein' Seel', den Herren, BWV 389.mp3	389	2	37	Nun lob., mein. Seel., den Herren BWV389	Nun lob', mein' Seel', den Herren, BWV 389	269	8fca2fab-d21f-491a-b050-ec87e5261a61
01-92 Nun lob', mein' Seel', den Herren, BWV 390.mp3	1	92	Nun lob', mein' Seel', den Herren, BWV 390.mp3	390	2	38	Nun lob., mein. Seel., den Herren BWV390	Nun lob', mein' Seel', den Herren, BWV 390	270	bc404da1-03b2-4a4d-9571-bf9f23f717a4
01-93 Nun preiset alle Gottes Barmherzigkeit, BWV 391.mp3	1	93	Nun preiset alle Gottes Barmherzigkeit, BWV 391.mp3	391	2	39	Nun preiset alle Gottes Barmherzigkeit BWV391	Nun preiset alle Gottes Barmherzigkeit, BWV 391	273	3c7cf114-7303-47d1-81ac-c33700e2d9d0
01-94 Nun sich der Tag geendet hat, BWV 396.mp3	1	94	Nun sich der Tag geendet hat, BWV 396.mp3	396	2	40	Nun sich der Tag geendet hat BWV396	Nun sich der Tag geendet hat, BWV 396	274	40e2c802-45a1-469c-a587-6747bb24bd49
01-95 O Ewigkeit, du Donnerwort, BWV 397.mp3	1	95	O Ewigkeit, du Donnerwort, BWV 397.mp3	397	2	41	O Ewigkeit, du Donnerwort BWV397	O Ewigkeit, du Donnerwort, BWV 397	275	54297a63-3c60-472d-b119-424804d0b99c
01-96 O Ewigkeit, du Donnerwort (Cantata, BWV 20).mp3	1	96	O Ewigkeit, du Donnerwort (Cantata, BWV 20).mp3	20	2	42	O Ewigkeit, du Donnerwort (Cantata BWV20)	O Ewigkeit, du Donnerwort, Cantata BWV 20	276	f4916069-efb3-4367-aaf3-f4a170bb5dd9
01-97 O Gott, du frommer Gott, BWV 398.mp3	1	97	O Gott, du frommer Gott, BWV 398.mp3	398	2	43	O Gott, du frommer Gott BWV398	O Gott, du frommer Gott, BWV 398	277	24d2b564-060a-4bdd-830b-1bdb9db6f591
01-98 O Gott, du frommer Gott (Cantata, BWV 64, 94).mp3	1	98	O Gott, du frommer Gott (Cantata, BWV 64, 94).mp3	64	2	44	O Gott, du frommer Gott (Cantatas BWV64, 94)	O Gott, du frommer Gott, Cantata BWV 64, 94	280	30f1790a-ecf1-451d-afc9-06f64a056e5f
01-99 O Gott, du frommer Gott, BWV 399.mp3	1	99	O Gott, du frommer Gott, BWV 399.mp3	399	2	45	O Gott, du frommer Gott BWV399	O Gott, du frommer Gott, BWV 399	282	7975e771-56af-4a95-b4b8-a04302eb4c69
01-100 O Herre Gott, dein göttlich Wort (Cantata, BWV 184).mp3	1	100	O Herre Gott, dein göttlich Wort (Cantata, BWV 184).mp3	184	2	46	O Herre Gott, dein göttlich Wort (Cantata BWV184)	O Herre Gott, dein göttlich Wort, Cantata BWV 184	283	86fd3310-f8ee-4567-b54c-7da403433308
01-101 O Welt, ich muß dich lassen, BWV 392.mp3	1	101	O Welt, ich muß dich lassen, BWV 392.mp3	392	2	47	O Welt, ich muß dich lassen BWV392	O Welt, ich muß dich lassen, BWV 392	298	03b160a8-7c1a-4ab7-96aa-075e80c3c9f2
01-102 O wie selig seid ihr doch, ihr Frommen, BWV 405.mp3	1	102	O wie selig seid ihr doch, ihr Frommen, BWV 405.mp3	405	2	48	O wie selig seid ihr doch, ihr Frommen BWV405	O wie selig seid ihr doch, ihr Frommen, BWV 405	299	e737b38e-e304-4acb-9707-712fddec7342
02-01 O wie selig seid ihr doch, ihr Frommen, BWV 406.mp3	2	1	O wie selig seid ihr doch, ihr Frommen, BWV 406.mp3	406	2	49	O wie selig seid ihr doch, ihr Frommen BWV406	O wie selig seid ihr doch, ihr Frommen, BWV 406	300	b3d2d1f7-27ad-457f-9228-db426f01231b
02-02 Schmücke dich, o liebe Seele (Cantata, BWV 180).mp3	2	2	Schmücke dich, o liebe Seele (Cantata, BWV 180).mp3	180	2	50	Schmücke dich, o liebe Seele (Cantata BWV180)	Schmücke dich, o liebe Seele, Cantata BWV 180	304	fbd47b79-3ef7-4dca-bbaf-a10231090672
02-03 Als der gütige Gott, BWV 264.mp3	2	3	Als der gütige Gott, BWV 264.mp3	264	3	1	Als der gütige Gott BWV264	Als der gütige Gott, BWV 264	20	6cfd7455-bdaf-48d0-a51d-72b6f6e6ca52
02-04 Das neugeborne Kindelein (Cantata, BWV 122).mp3	2	4	Das neugeborne Kindelein (Cantata, BWV 122).mp3	122	3	2	Das neugeborne Kindelein (Cantata BWV122)	Das neugeborne Kindelein, Cantata BWV 122	57	dc9c84de-bd93-4a1d-b66a-bb06a1a8ef64
02-05 Der Tag, der ist so freudenreich, BWV 294.mp3	2	5	Der Tag, der ist so freudenreich, BWV 294.mp3	294	3	3	Der Tag, der ist so freudenreich BWV294	Der Tag, der ist so freudenreich, BWV 294	62	423025df-ffe1-4948-9d5c-2e323f25b6a5
02-06 Ermuntre dich, mein schwacher Geist (Christmas Oratorio, BWV 248).mp3	2	6	Ermuntre dich, mein schwacher Geist (Christmas Oratorio, BWV 248).mp3	248	3	4	Ermuntre dich, mein schwacher Geist (Christmas Oratorio BWV248)	Ermuntre dich, mein schwacher Geist, Christmas Oratorio BWV 248	80	5f64592b-56fa-4db2-a828-1e635ab77e3d
02-07 Freuet euch, ihr Christen alle (Cantata, BWV 40).mp3	2	7	Freuet euch, ihr Christen alle (Cantata, BWV 40).mp3	40	3	5	Freuet euch, ihr Christen alle (Cantata BWV40)	Freuet euch, ihr Christen alle, Cantata BWV 40	105	24a370de-8852-4a68-a12b-5a4e252af30d
02-08 Für Freuden laßt uns springen, BWV 313.mp3	2	8	Für Freuden laßt uns springen, BWV 313.mp3	313	3	6	Für Freuden laßt uns springen BWV313	Für Freuden laßt uns springen, BWV 313	106	3a232ab1-702f-4162-b705-27d6e743d46c
02-09 Gelobet seist du, Jesu Christ, BWV 314.mp3	2	9	Gelobet seist du, Jesu Christ, BWV 314.mp3	314	3	7	Gelobet seist du, Jesu Christ BWV314	Gelobet seist du, Jesu Christ, BWV 314	107	86050979-f691-4bc7-9547-072c6456364a
02-10 Gelobet seist du, Jesu Christ (Cantata, BWV 64).mp3	2	10	Gelobet seist du, Jesu Christ (Cantata, BWV 64).mp3	64	3	8	Gelobet seist du, Jesu Christ (Cantata BWV64)	Gelobet seist du, Jesu Christ, Cantata BWV 64	108	4b47a166-2319-43be-8983-b647deb8cfe7
02-11 Gelobet seist du, Jesu Christ (Christmas Oratorio).mp3	2	11	Gelobet seist du, Jesu Christ (Christmas Oratorio).mp3		3	9	Gelobet seist du, Jesu Christ (Christmas Oratorio)	Gelobet seist du, Jesu Christ, Christmas Oratorio	110	a3c65150-3169-42aa-8e5b-d2c228f8ee76
02-12 Gott des Himmels und der Erden (Christmas Oratorio).mp3	2	12	Gott des Himmels und der Erden (Christmas Oratorio).mp3		3	10	Gott des Himmels und der Erden (Christmas Oratorio)	Gott des Himmels und der Erden, Christmas Oratorio	114	f2027aa5-b9ff-4d3f-84ef-f7790a02c061
02-13 Gottes Sohn ist kommen, BWV 318.mp3	2	13	Gottes Sohn ist kommen, BWV 318.mp3	318	3	11	Gottes Sohn ist kommen BWV318	Gottes Sohn ist kommen, BWV 318	115	b7c41a80-c62c-481d-acf9-4b31d9c7cb8e
02-14 Herzlich thut mich verlangen (Christmas Oratorio).mp3	2	14	Herzlich thut mich verlangen (Christmas Oratorio).mp3		3	12	Herzlich thut mich verlangen (Christmas Oratorio)	Herzlich thut mich verlangen, Christmas Oratorio	165	681bf9ad-47bb-45cb-8d37-a03eed6a25a7
02-15 Ich freue mich in dir (Cantata, BWV 133).mp3	2	15	Ich freue mich in dir (Cantata, BWV 133).mp3	133	3	13	Ich freue mich in dir (Cantata BWV133)	Ich freue mich in dir, Cantata BWV 133	181	2887eeb9-18c6-40ab-a614-042dbdf523c8
02-16 In dich hab' ich gehoffet, Herr (Christmas Oratorio).mp3	2	16	In dich hab' ich gehoffet, Herr (Christmas Oratorio).mp3		3	14	In dich hab. ich gehoffet, Herr (Christmas Oratorio)	In dich hab' ich gehoffet, Herr, Christmas Oratorio	214	c72e71d4-3729-4c98-be3e-e238153fc734
02-17 In dulci jubilo, BWV 368.mp3	2	17	In dulci jubilo, BWV 368.mp3	368	3	15	In dulci jubilo BWV368	In dulci jubilo, BWV 368	215	a2b9e24b-9863-4cb3-997f-aa4fa441b9fd
02-18 Lobt Gott, ihr Christen allzugleich, BWV 375.mp3	2	18	Lobt Gott, ihr Christen allzugleich, BWV 375.mp3	375	3	16	Lobt Gott, ihr Christen allzugleich BWV375	Lobt Gott, ihr Christen allzugleich, BWV 375	233	ddccebb2-b2da-4424-96ab-04b7b68f868b
02-19 Lobt Gott, ihr Christen allzugleich (Cantata, BWV 151).mp3	2	19	Lobt Gott, ihr Christen allzugleich (Cantata, BWV 151).mp3	151	3	17	Lobt Gott, ihr Christen allzugleich (Cantata BWV151)	Lobt Gott, ihr Christen allzugleich, Cantata BWV 151	235	af012dba-a620-45fa-bbcf-d875f78d54c4
02-20 Nun freut euch, lieben Christen g'mein, BWV 388.mp3	2	20	Nun freut euch, lieben Christen g'mein, BWV 388.mp3	388	3	18	Nun freut euch, lieben Christen g.mein BWV388	Nun freut euch, lieben Christen g'mein, BWV 388	261	29138cfb-919a-45f2-8a25-213a94945276
02-21 Nun freut euch, lieben Christen g'mein, BWV 307.mp3	2	21	Nun freut euch, lieben Christen g'mein, BWV 307.mp3	307	3	19	Nun freut euch, lieben Christen g.mein BWV307	Nun freut euch, lieben Christen g'mein, BWV 307	262	0f4a3020-d121-4c5b-b4aa-cf5a1a5c773a
02-22 Nun freut euch, lieben Christen g'mein (Christmas Oratorio).mp3	2	22	Nun freut euch, lieben Christen g'mein (Christmas Oratorio).mp3		3	20	Nun freut euch, lieben Christen g.mein (Christmas Oratorio)	Nun freut euch, lieben Christen g'mein, Christmas Oratorio	263	69fc513a-20a0-4c3a-b721-e96a993c464d
02-23 Nun komm, der Heiden Heiland (Cantata, BWV 36).mp3	2	23	Nun komm, der Heiden Heiland (Cantata, BWV 36).mp3	36	3	21	Nun komm, der Heiden Heiland (Cantata BWV36)	Nun komm, der Heiden Heiland, Cantata BWV 36	264	02c0ccb3-d87a-4255-94dc-21491d2b1fb8
02-24 Nun komm, der Heiden Heiland (Cantata, BWV 62).mp3	2	24	Nun komm, der Heiden Heiland (Cantata, BWV 62).mp3	62	3	22	Nun komm, der Heiden Heiland (Cantata BWV62)	Nun komm, der Heiden Heiland, Cantata BWV 62	265	c61fb1f4-0d64-4481-b21f-33283cdebbbd
02-25 Puer natus in Bethlehem (Cantata, BWV 65).mp3	2	25	Puer natus in Bethlehem (Cantata, BWV 65).mp3	65	3	23	Puer natus in Bethlehem (Cantata BWV65)	Puer natus in Bethlehem, Cantata BWV 65	302	4409df4e-5486-4a0c-a98a-68a0174b401d
02-26 Uns ist ein Kindlein heut' gebor'n, BWV 414.mp3	2	26	Uns ist ein Kindlein heut' gebor'n, BWV 414.mp3	414	3	24	Uns ist ein Kindlein heut. gebor.n BWV414	Uns ist ein Kindlein heut' gebor'n, BWV 414	313	f293d502-78b1-4ce2-b0cd-2afff89e0078
02-27 Vom Himmel hoch, da komm ich her (Christmas Oratorio).mp3	2	27	Vom Himmel hoch, da komm ich her (Christmas Oratorio).mp3		3	25	Vom Himmel hoch, da komm ich her (Christmas Oratorio)	Vom Himmel hoch, da komm ich her, Christmas Oratorio	323	94b1b10f-4459-4413-834e-05a528717fc9
02-28 Wachet auf, ruft uns die Stimme (Cantata, BWV 140).mp3	2	28	Wachet auf, ruft uns die Stimme (Cantata, BWV 140).mp3	140	3	26	Wachet auf, ruft uns die Stimme (Cantata BWV140)	Wachet auf, ruft uns die Stimme, Cantata BWV 140	329	906688d4-6185-47e1-a572-2e17c120fc2b
02-29 Warum sollt' ich mich denn grämen (Christmas Oratorio).mp3	2	29	Warum sollt' ich mich denn grämen (Christmas Oratorio).mp3		3	27	Warum sollt. ich mich denn grämen (Christmas Oratorio)	Warum sollt' ich mich denn grämen, Christmas Oratorio	335	38f3503e-18d5-433b-b5a2-f0d7710cd548
02-30 Wir Christenleut' (Cantata, BWV 40).mp3	2	30	Wir Christenleut' (Cantata, BWV 40).mp3	40	3	28	Wir Christenleut. (Cantata BWV40)	Wir Christenleut', Cantata BWV 40	379	f6d143e1-cee3-4145-9798-c2a041bd3855
02-31 Wir Christenleut' (Cantate, BWV 110).mp3	2	31	Wir Christenleut' (Cantate, BWV 110).mp3	110	3	29	Wir Christenleut. (Cantata BWV110)	Wir Christenleut', Cantate BWV110	380	e0ab6bb5-9208-4e6c-8c19-40761c4a59fe
02-32 Wir Christenleut' (Christmas Oratorio).mp3	2	32	Wir Christenleut' (Christmas Oratorio).mp3		3	30	Wir Christenleut. (Christmas Oratorio)	Wir Christenleut', Christmas Oratorio	381	bced0d82-0630-4be8-a162-747ae2890344
02-33 Kyrie, Gott Vater in Ewigkeit, BWV 371.mp3	2	33	Kyrie, Gott Vater in Ewigkeit, BWV 371.mp3	371	3	31	Kyrie, Gott Vater in Ewigkeit BWV371	Kyrie, Gott Vater in Ewigkeit, BWV 371	225	6d389961-f595-4587-b7c6-cda58cdeb04d
02-34 Allein Gott in der Höh' sei Ehr', BWV 260.mp3	2	34	Allein Gott in der Höh' sei Ehr', BWV 260.mp3	260	3	32	Allein Gott in der Höh. sei Ehr. BWV260	Allein Gott in der Höh' sei Ehr', BWV 260	12	ac02e145-c51c-423c-a6fb-dcae1f1952ae
02-35 Wir glauben all' an einen Gott, BWV 437.mp3	2	35	Wir glauben all' an einen Gott, BWV 437.mp3	437	3	33	Wir glauben all. an einen Gott BWV437	Wir glauben all' an einen Gott BWV 437	382	34c1478e-91f2-4f4f-a803-91a1e2547967
02-36 Heilig, heilig, BWV 325.mp3	2	36	Heilig, heilig, BWV 325.mp3	325	3	34	Heilig, heilig BWV325	Heilig, heilig, BWV 325	123	03da3cb5-2abb-47ca-ada5-12daab5e8517
02-37 Sanctus, sanctus Dominus Deus Sabaoth, BWV 325.mp3	2	37	Sanctus, sanctus Dominus Deus Sabaoth, BWV 325.mp3	325	3	35	Sanctus, sanctus Dominus Deus Sabaoth BWV325	Sanctus, sanctus Dominus Deus Sabaoth, BWV 325	123	4bc84d07-8985-494b-a3f0-184258b6b14c
02-38 Dies sind die heil'gen zehn Gebot', BWV 298.mp3	2	38	Dies sind die heil'gen zehn Gebot', BWV 298.mp3	298	3	36	Dies sind die heil.gen zehn Gebot. BWV298	Dies sind die heil'gen zehn Gebot', BWV 298	66	9fdf76a5-df84-4c0e-83ef-c74653db5868
02-39 Meine Seele erhebt den Herren (Cantata, BWV 10).mp3	2	39	Meine Seele erhebt den Herren (Cantata, BWV 10).mp3	10	3	37	Meine Seele erhebt den Herren (Cantata BWV10)	Meine Seele erhebt den Herren, Cantata BWV 10	122	a00f298f-a50d-45c9-83d8-4f21c81b3f30
02-40 Vater unser im Himmelreich, BWV 416.mp3	2	40	Vater unser im Himmelreich, BWV 416.mp3	416	3	38	Vater unser im Himmelreich BWV416	Vater unser im Himmelreich, BWV 416	316	7e148d06-a4bc-48d4-8b85-92ec58addce1
02-41 Vater unser im Himmelreich (St John Passion, BWV 245).mp3	2	41	Vater unser im Himmelreich (St John Passion, BWV 245).mp3	245	3	39	Vater unser im Himmelreich (Johannes-Passion BWV245)	Vater unser im Himmelreich, St. John Passion BWV 245	317	12bd9d50-de53-4dc9-b16e-8cde1f707a15
02-42 Verleih' uns Frieden genädiglich (Cantata, BWV 126).mp3	2	42	Verleih' uns Frieden genädiglich (Cantata, BWV 126).mp3	126	3	40	Verleih. uns Frieden genädiglich (Cantata BWV126)	Verleih' uns Frieden genädiglich, Cantata BWV 126	321	99b72ed6-161d-4821-b91d-4dd735f4957e
02-43 Verleih' uns Frieden genädiglich (Cantata, BWV 42).mp3	2	43	Verleih' uns Frieden genädiglich (Cantata, BWV 42).mp3	42	3	41	Verleih. uns Frieden genädiglich (Cantata BWV42)	Verleih' uns Frieden genädiglich, Cantata BWV 42	322	babc1494-bd37-4804-829f-119924029d87
02-44 Ach Gott, vom Himmel sieh' darein (Cantata, BWV 2).mp3	2	44	Ach Gott, vom Himmel sieh' darein (Cantata, BWV 2).mp3	2	4	1	Ach Gott, vom Himmel sieh. darein (Cantata BWV2)	Ach Gott, vom Himmel sieh' darein, Cantata BWV 2	7	63347767-8bd5-4f11-9c1a-42ee65125b00
02-45 Ach Gott, wie manches Herzeleid (Cantata, BWV 153).mp3	2	45	Ach Gott, wie manches Herzeleid (Cantata, BWV 153).mp3	153	4	2	Ach Gott, wie manches Herzeleid (Cantata BWV153)	Ach Gott, wie manches Herzeleid, Cantata BWV 153	9	b86966fe-5f36-4ad3-8ef9-5f3e5b05debe
02-46 Als Jesus Christus in der Nacht, BWV 265.mp3	2	46	Als Jesus Christus in der Nacht, BWV 265.mp3	265	4	3	Als Jesus Christus in der Nacht BWV265	Als Jesu Christus in der Nacht, BWV 265	21	722ae0ae-6e03-4c79-b1e0-02a364bc436f
02-47 An Wasserflüssen Babylon, BWV 267.mp3	2	47	An Wasserflüssen Babylon, BWV 267.mp3	267	4	4	An Wasserflüssen Babylon BWV267	An Wasserflüssen Babylon, BWV 267	23	c41f00a0-ff13-4d3f-aa9f-22d7440cf464
02-48 Christ ist erstanden, BWV 276.mp3	2	48	Christ ist erstanden, BWV 276.mp3	276	4	5	Christ ist erstanden BWV276	Christ ist erstanden, BWV 276	36	b465c89d-2baf-40ea-bed5-48ede9a25f5c
02-49 Christ ist erstanden (Cantata, BWV 66).mp3	2	49	Christ ist erstanden (Cantata, BWV 66).mp3	66	4	6	Christ ist erstanden (Cantata BWV66)	Christ ist erstanden, Cantata BWV 66	37	7ffa2392-9ee8-4985-b2a7-1f4672ab75c5
02-50 Christ lag in Todesbanden, BWV 277.mp3	2	50	Christ lag in Todesbanden, BWV 277.mp3	277	4	7	Christ lag in Todesbanden BWV277	Christ lag in Todesbanden, BWV 277	38	d6466ebd-c584-4f41-9c2d-52c3f19cf440
02-51 Christ lag in Todesbanden, BWV 278.mp3	2	51	Christ lag in Todesbanden, BWV 278.mp3	278	4	8	Christ lag in Todesbanden BWV278	Christ lag in Todesbanden, BWV 278	39	1f705286-a944-4301-8042-7f4bb12e157a
02-52 Christ lag in Todesbanden, BWV 279.mp3	2	52	Christ lag in Todesbanden, BWV 279.mp3	279	4	9	Christ lag in Todesbanden BWV279	Christ lag in Todesbanden, BWV 279	40	b3064346-2811-483e-9402-3ab80f2e90c2
02-53 Christ lag in Todesbanden (Cantata, BWV 4).mp3	2	53	Christ lag in Todesbanden (Cantata, BWV 4).mp3	4	4	10	Christ lag in Todesbanden (Cantata BWV4)	Christ lag in Todesbanden, Cantata BWV 4	41	82b49b79-a454-47ca-a046-44f7e0be374b
02-54 Christus, der uns selig macht (BWV 283).mp3	2	54	Christus, der uns selig macht (BWV 283).mp3	283	4	11	Christus, der uns selig macht ZBWV283)	Christus, der uns selig macht, BWV 285	48	92798cf2-8337-4d6e-908d-da01d3d04310
02-55 Christus, der uns selig macht, Pt. 1 (St John Passion, BWV 245).mp3	2	55	Christus, der uns selig macht, Pt. 1 (St John Passion, BWV 245).mp3	245	4	12	Christus, der uns selig macht (Johannes-Passion BWV245)	Christus, der uns selig macht, St. John Passion BWV 245	49	0ac512c8-86a7-4ec0-9e90-1d06bacfdf9a
02-56 Christus, der uns selig macht, No. 2 (St John Passion, BWV 245).mp3	2	56	Christus, der uns selig macht, No. 2 (St John Passion, BWV 245).mp3	245	4	13	Christus, der uns selig macht (Johannes-Passion)	Christus, der uns selig macht, St. John Passion	50	2d72ac32-4dc2-48ea-8923-092323882f06
02-57 Christus ist erstanden, hat überwunden, BWV 284.mp3	2	57	Christus ist erstanden, hat überwunden, BWV 284.mp3	284	4	14	Christus ist erstanden, hat überwunden BWV284	Christus ist erstanden, hat überwunden, BWV 284	51	e089ffbd-53cb-4c93-bc54-94780259f24d
02-58 Da der Herr Christ zu Tische saß, BWV 285.mp3	2	58	Da der Herr Christ zu Tische saß, BWV 285.mp3	285	4	15	Da der Herr Christ zu Tische saß BWV285	Da der Herr Christ zu Tische saß, BWV 285	52	3bd92fe5-5703-4c2c-8621-34f722d96266
02-59 Des heil'gen Geistes reiche Gnad', BWV 205.mp3	2	59	Des heil'gen Geistes reiche Gnad', BWV 205.mp3	205	4	16	Des heil.gen Geistes reiche Gnad. BWV205	Des heil'gen Geistes reiche Gnad', BWV 205	63	5f875f1d-e11c-4bec-9346-b89b67617b2a
02-60 Du grosser Schmerzensmann, BWV 300.mp3	2	60	Du grosser Schmerzensmann, BWV 300.mp3	300	4	17	Du grosser Schmerzensmann BWV300	Du grosser Schmerzensmann, BWV 300	70	e0ce0d14-e236-487f-b5a5-1dcf2d25aa07
02-61 Ermuntre dich, mein schwacher Geist (Cantata, BWV 43).mp3	2	61	Ermuntre dich, mein schwacher Geist (Cantata, BWV 43).mp3	43	4	18	Ermuntre dich, mein schwacher Geist (Cantata BWV43)	Ermuntre dich, mein schwacher Geist, Cantata BWV 45	81	d2803e59-cf70-4f0c-9195-09ff94be1057
02-62 Erschienen ist der herrlich' Tag (Cantata, BWV 67).mp3	2	62	Erschienen ist der herrlich' Tag (Cantata, BWV 67).mp3	67	4	19	Erschienen ist der herrlich. Tag (Cantata BWV67)	Erschienen ist der herrlich' Tag, Cantata BWV 67	83	e47b9a7a-f1e0-4c8a-ae1c-b723de38c7bf
02-63 Erschienen ist der herrlich' Tag (Cantata, BWV 145).mp3	2	63	Erschienen ist der herrlich' Tag (Cantata, BWV 145).mp3	145	4	20	Erschienen ist der herrlich. Tag (Cantata BWV145)	Erschienen ist der herrlich' Tag, Cantata BWV 145	84	aa157d5d-36ab-4ee0-aa7d-d556921ddadd
02-64 Erstanden ist der heilig' Christ, BWV 306.mp3	2	64	Erstanden ist der heilig' Christ, BWV 306.mp3	306	4	21	Erstanden ist der heilig. Christ BWV306	Erstanden ist der heilig' Christ, BWV 306	85	a5438847-3851-4909-9ab9-a4ce6be90aba
02-65 Es ist das Heil uns kommen her (Cantata, BWV 9).mp3	2	65	Es ist das Heil uns kommen her (Cantata, BWV 9).mp3	9	4	22	Es ist das Heil uns kommen her (Cantata BWV9)	Es ist das Heil uns kommen her, Cantata BWV 9	87	a42213af-2341-43f8-bc0f-b6645c15f916
02-66 Es ist das Heil uns kommen her (Cantata, BWV 155).mp3	2	66	Es ist das Heil uns kommen her (Cantata, BWV 155).mp3	155	4	23	Es ist das Heil uns kommen her (Cantata BWV155)	Es ist das Heil uns kommen her, Cantata BWV 155	88	1e475fe4-097f-4335-9042-de68d29c4f5d
02-67 Gott sei gelobet und gebenedeiet, BWV 322.mp3	2	67	Gott sei gelobet und gebenedeiet, BWV 322.mp3	322	4	24	Gott sei gelobet und gebenedeiet BWV322	Gott sei gelobet und gebenedeiet, BWV 322	119	4070a7e2-a4a4-40af-8436-d8391f10b7ef
02-68 Herzlich lieb hab' ich dich, o Herr (St John Passion).mp3	2	68	Herzlich lieb hab' ich dich, o Herr (St John Passion).mp3		4	25	Herzlich lieb hab. ich dich, o Herr (Johannes-Passion)	Herzlich lieb hab' ich dich, o Herr, St. John Passion	154	0fc064d1-7100-459a-8ade-3a0db1334dd3
02-69 Herzlich thut mich verlangen (St Matthew Passion, BWV 244).mp3	2	69	Herzlich thut mich verlangen (St Matthew Passion, BWV 244).mp3	244	4	26	Herzlich thut mich verlangen (Matthäus-Passion BWV244)	Herzlich thut mich verlangen, St. Matthew Passion BWV 244	163	76db0362-aa33-4aac-8adf-40453f8f7200
02-70 Herzlich thut mich verlangen (St Matthew Passion).mp3	2	70	Herzlich thut mich verlangen (St Matthew Passion).mp3		4	27	Herzlich thut mich verlangen (Matthäus-Passion)	Herzlich thut mich verlangen, St. Matthew Passion	162	f758190d-4597-4721-93ff-82f6b66f819f
02-71 Herzliebster Jesu, was hast du verbrochen (St Matthew Passion).mp3	2	71	Herzliebster Jesu, was hast du verbrochen (St Matthew Passion).mp3		4	28	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	166	ccd3dec4-b846-4379-8c80-bb66d5f8e46b
02-72 Herzliebster Jesu, was hast du verbrochen 2 (St Matthew Passion).mp3	2	72	Herzliebster Jesu, was hast du verbrochen 2 (St Matthew Passion).mp3		4	29	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	167	cc61d559-212b-4874-b3c4-1d7ecabc1781
02-73 Herzliebster Jesu, was hast du verbrochen (St John Passion).mp3	2	73	Herzliebster Jesu, was hast du verbrochen (St John Passion).mp3		4	30	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. John Passion	168	083f1d81-8ed7-41be-bf18-b6711b966288
02-74 Herzliebster Jesu, was hast du verbrochen 2 (St John Passion).mp3	2	74	Herzliebster Jesu, was hast du verbrochen 2 (St John Passion).mp3		4	31	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	169	cd290444-ca5e-424b-826c-91a06b645c31
02-75 Heut' ist, o Mensch, ein großer Trauertag, BWV 341.mp3	2	75	Heut' ist, o Mensch, ein großer Trauertag, BWV 341.mp3	341	4	32	Heut. ist, o Mensch, ein großer Trauertag BWV341	Heut' ist, o Mensch, ein großer Trauertag, BWV 341	170	070d8ee1-9680-4db7-8a32-4c377e62c2b4
02-76 Heut' triumphieret Gottes Sohn, BWV 342.mp3	2	76	Heut' triumphieret Gottes Sohn, BWV 342.mp3	342	4	33	Heut. triumphieret Gottes Sohn BWV342	Heut' triumphieret Gottes Sohn, BWV 342	171	ad474c5b-00ff-409e-a5c9-11ba6f6313da
02-77 Jesu Leiden, Pein und Tod, No. 1 (St John Passion, BWV 245).mp3	2	77	Jesu Leiden, Pein und Tod, No. 1 (St John Passion, BWV 245).mp3	245	4	34	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	192	546abaca-a3b3-46c6-974e-c1e916921de8
02-78 Jesu Leiden, Pein und Tod, No. 2 (St John Passion, BWV 245).mp3	2	78	Jesu Leiden, Pein und Tod, No. 2 (St John Passion, BWV 245).mp3	245	4	35	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	193	7ed812d3-1b74-464c-a3bc-2e17b82535b9
